p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
8.98964785410278e-95	-0.598420278756447	0.296	0.716	1.76260025475393e-90	CD8 T cell	ARHGAP22
3.55382541948885e-94	-0.557889122781928	0.359	0.719	6.96798549999178e-90	CD8 T cell	LYN
4.02811582318418e-94	-0.451527213247398	0.098	0.488	7.89792669451723e-90	CD8 T cell	STARD8
1.17220222775406e-93	0.43904660890709	0.916	0.75	2.29833690795739e-89	CD8 T cell	CBLB
1.72096202342808e-93	-0.521878606958404	0.442	0.769	3.37429023933544e-89	CD8 T cell	PPCDC
8.77929293148356e-93	-0.453392518311598	0.032	0.38	1.72135596507598e-88	CD8 T cell	FPR3
1.71555018353179e-92	0.479404031861739	0.632	0.268	3.36367924485078e-88	CD8 T cell	CRTAM
1.02553660881179e-91	-0.569403723817484	0.123	0.558	2.01076962889727e-87	CD8 T cell	ALOX5
1.05568898156197e-91	-0.396306643655356	0.831	0.941	2.06988938614856e-87	CD8 T cell	ZMIZ1
1.75720050649232e-91	-0.508660176468248	0.18	0.586	3.44534303307948e-87	CD8 T cell	NECTIN2
3.4302393685032e-91	-0.620490861419841	0.444	0.83	6.72567032982423e-87	CD8 T cell	TRIO
8.837121205626e-91	-0.516129190620137	0.227	0.62	1.73269435478709e-86	CD8 T cell	SWAP70
1.00818955432225e-90	0.519022715915498	0.863	0.552	1.97675725915964e-86	CD8 T cell	CD96
1.54890249553181e-90	0.519142223005059	0.778	0.48	3.03693312298921e-86	CD8 T cell	SNAP47
1.62115858755216e-90	-0.52211550613778	0.648	0.869	3.17860564261351e-86	CD8 T cell	DOCK4
4.73183724007308e-90	0.47504216418947	0.708	0.335	9.27771327661129e-86	CD8 T cell	GATA3
7.85519079739811e-90	-0.580206372587397	0.366	0.716	1.54016725964585e-85	CD8 T cell	PLXDC2
5.78730943663336e-89	0.481479746793774	0.556	0.136	1.1347177612407e-84	CD8 T cell	EOMES
5.89497567346411e-89	-0.536271827165164	0.489	0.812	1.15582788029611e-84	CD8 T cell	SH3RF3
2.0407333936014e-88	0.488850016782422	0.626	0.25	4.00126596483427e-84	CD8 T cell	CLEC2D
2.96558691785153e-88	0.498477206391271	0.628	0.268	5.81462626983149e-84	CD8 T cell	TNFRSF9
3.13245414668509e-88	0.418902910139284	0.926	0.757	6.14180284540546e-84	CD8 T cell	CDC42SE2
3.52033508937262e-88	0.488641602940896	0.868	0.594	6.9023210097329e-84	CD8 T cell	ITK
6.4729531785374e-88	-0.446471030734941	0.147	0.522	1.26915192971583e-83	CD8 T cell	LGMN
8.80993978905227e-88	-0.616442454858815	0.222	0.625	1.72736489443948e-83	CD8 T cell	RBM47
5.65851752861513e-87	-0.562861218632135	0.198	0.639	1.10946553183557e-82	CD8 T cell	BASP1
4.79993985981366e-86	-0.563909227099118	0.277	0.693	9.41124208313664e-82	CD8 T cell	FGD4
6.76267926563106e-86	0.450409587963106	0.742	0.469	1.32595852361228e-81	CD8 T cell	DUSP4
1.17934824497536e-85	-0.567458407565514	0.202	0.616	2.31234810392319e-81	CD8 T cell	ARHGEF10L
1.43710199830832e-85	0.571891623355782	0.651	0.223	2.81772588808313e-81	CD8 T cell	KLRC4-KLRK1
1.43780475435433e-85	-0.464310098780266	0.127	0.521	2.81910378186254e-81	CD8 T cell	DAB2
2.71898756844438e-85	0.399364717980181	0.469	0.1	5.3311189254489e-81	CD8 T cell	CD3D
4.3951040622829e-85	0.483407424142944	0.582	0.25	8.61748053491808e-81	CD8 T cell	CXCL13
5.42026483252223e-85	0.405935269487397	0.951	0.801	1.06275132571263e-80	CD8 T cell	FYN
8.4937138123012e-85	0.49936623707599	0.759	0.416	1.6653624671779e-80	CD8 T cell	RASGEF1A
8.61669108603691e-85	-0.491400912319501	0.1	0.452	1.68947462123926e-80	CD8 T cell	MS4A6E
1.65683390293357e-84	0.443409701582735	0.897	0.663	3.24855423348186e-80	CD8 T cell	FYB
7.81577154026724e-84	-0.526432055708434	0.43	0.814	1.5324383259002e-79	CD8 T cell	SLCO3A1
9.7682436387772e-84	0.523396263243222	0.742	0.42	1.91525953025504e-79	CD8 T cell	NR5A2
1.12790407037382e-83	-0.481107972764533	0.155	0.555	2.21148151078195e-79	CD8 T cell	CTD-2349B8.1
2.63095501861923e-83	-0.519889368246326	0.311	0.69	5.15851350500673e-79	CD8 T cell	CUEDC1
7.42816417741887e-83	-0.509314715657777	0.194	0.582	1.45644015026652e-78	CD8 T cell	AL513122.1
9.46342032940452e-83	0.398273006142194	0.869	0.692	1.85549282398635e-78	CD8 T cell	RAB27A
9.53227966115468e-83	-0.483060848581161	0.604	0.87	1.8689940731626e-78	CD8 T cell	CUX1
1.92475371291034e-81	-0.453042147772769	0.139	0.516	3.77386460490331e-77	CD8 T cell	TMEM51
1.9787797897953e-81	-0.508239852934711	0.452	0.76	3.87979353385165e-77	CD8 T cell	ZNF710
3.08813863663658e-81	-0.473675099480022	0.089	0.44	6.05491342485335e-77	CD8 T cell	SLC1A3
1.53851830989916e-80	0.281433216397163	0.978	0.938	3.01657285021928e-76	CD8 T cell	ATXN1
3.36532634403677e-80	-0.483272419851604	0.14	0.508	6.5983953627529e-76	CD8 T cell	CSF1R
7.5747573827633e-80	-0.559099863642456	0.343	0.729	1.4851826800384e-75	CD8 T cell	FMN1
2.59432968491519e-79	0.400243488924609	0.84	0.626	5.08670221321321e-75	CD8 T cell	OXNAD1
3.3136488461591e-78	-0.463590627261734	0.254	0.643	6.49707129266415e-74	CD8 T cell	PLAUR
5.81477387618627e-78	-0.54007564280689	0.271	0.642	1.14010271390384e-73	CD8 T cell	SASH1
8.48710492184155e-78	-0.338307057604032	0.014	0.338	1.66406666202547e-73	CD8 T cell	THBD
8.88197679083614e-78	0.383170402229472	0.466	0.116	1.74148918937924e-73	CD8 T cell	RTP5
1.14189924818485e-77	-0.433061401967956	0.094	0.464	2.23892185591604e-73	CD8 T cell	TGM2
1.64039867314554e-77	-0.484926849110016	0.218	0.601	3.21632967843646e-73	CD8 T cell	SULF2
2.13518347677377e-77	0.354024931252031	0.394	0.065	4.18645424291033e-73	CD8 T cell	GZMK
4.61894190622953e-77	-0.52263979958706	0.252	0.656	9.05635939554423e-73	CD8 T cell	NAV1
6.16124591715388e-77	-0.349178502996271	0.025	0.318	1.20803548697636e-72	CD8 T cell	MS4A7
1.50406129390627e-76	0.472013729101849	0.826	0.528	2.94901297896202e-72	CD8 T cell	CYFIP2
1.83304972309811e-76	-0.477649285112397	0.508	0.792	3.59406059207847e-72	CD8 T cell	ERGIC1
4.15378488026564e-76	-0.499052373441728	0.375	0.708	8.14432601473684e-72	CD8 T cell	SH3TC1
4.21656499092036e-76	-0.513217499787199	0.356	0.704	8.26741897769755e-72	CD8 T cell	SRGAP1
2.8330927545696e-75	-0.374472905229149	0.082	0.413	5.55484496388462e-71	CD8 T cell	LRRC74A
6.59400179434214e-75	-0.510615842822976	0.229	0.592	1.29288593181666e-70	CD8 T cell	SLCO2B1
8.10327190944293e-75	-0.466876547255921	0.52	0.796	1.58880852328448e-70	CD8 T cell	VAV2
1.18005997651426e-74	-0.467949696404593	0.161	0.558	2.3137435959515e-70	CD8 T cell	GAB1
1.28513060268309e-74	-0.450446793299988	0.148	0.537	2.51975557268074e-70	CD8 T cell	TBC1D9
2.43268389625001e-74	-0.494407381400579	0.206	0.602	4.7697633153774e-70	CD8 T cell	MRVI1
2.76239224931987e-74	-0.423526879368312	0.093	0.467	5.41622248324147e-70	CD8 T cell	P2RY6
5.34376275927852e-74	-0.56196241134335	0.236	0.66	1.04775156421174e-69	CD8 T cell	MGLL
7.82956026654181e-74	0.440993797953035	0.65	0.305	1.53514188146085e-69	CD8 T cell	GFI1
8.7025987034838e-74	-0.535065886712947	0.28	0.628	1.70631852779207e-69	CD8 T cell	FLT1
1.08026053413711e-73	0.394020479330042	0.868	0.705	2.11806682928263e-69	CD8 T cell	STAG2
1.27873445419444e-73	-0.39710236077955	0.043	0.362	2.50721464433904e-69	CD8 T cell	MS4A14
2.53473738052073e-73	-0.482769843853807	0.218	0.58	4.96985958198699e-69	CD8 T cell	UNC5B
2.62768089392156e-73	-0.470252130568606	0.452	0.759	5.152093928712e-69	CD8 T cell	MYO1E
2.94617186054692e-73	0.450948954324136	0.739	0.438	5.77655916697435e-69	CD8 T cell	TRAF1
1.52198563914901e-72	-0.31954491084106	0.022	0.338	2.98415724267947e-68	CD8 T cell	RAB32
1.61156636095811e-72	-0.34809343268863	0.036	0.374	3.15979816393058e-68	CD8 T cell	HLX
1.69204942994782e-72	0.429565976568463	0.85	0.634	3.3176013172987e-68	CD8 T cell	ATF7IP
2.81353585096133e-72	-0.467774519850151	0.22	0.595	5.51649974297989e-68	CD8 T cell	ACTN1
4.44679058254274e-72	-0.538105720529869	0.253	0.656	8.71882229519155e-68	CD8 T cell	RASAL2
8.78170387911435e-72	0.421257117276334	0.469	0.103	1.72182867957795e-67	CD8 T cell	TRAT1
1.31549188841313e-71	-0.336729771465674	0.029	0.309	2.57928494561162e-67	CD8 T cell	CD300LB
1.6067623186865e-71	-0.469323639275049	0.123	0.482	3.15037887824863e-67	CD8 T cell	PLPP3
3.92617122589162e-71	0.395587701837055	0.452	0.093	7.69804392260571e-67	CD8 T cell	CCL18
6.70383009146425e-71	-0.463545569866911	0.128	0.544	1.3144199660334e-66	CD8 T cell	TLE1
1.29636608844272e-70	-0.494168468037584	0.209	0.592	2.54178498960964e-66	CD8 T cell	ZNF618
1.85882534916763e-70	-0.379818491738746	0.088	0.422	3.64459886211297e-66	CD8 T cell	PMP22
2.04384400143635e-70	0.397250670896525	0.504	0.152	4.00736493361626e-66	CD8 T cell	ICOS
3.16653085910976e-70	-0.37074426802116	0.09	0.421	6.2086170554565e-66	CD8 T cell	JUP
4.06077873894698e-70	0.443079204369816	0.661	0.399	7.96196887345334e-66	CD8 T cell	CCDC141
5.65500381810256e-70	0.399788881783762	0.671	0.353	1.10877659861537e-65	CD8 T cell	WNT10A
1.47174442171227e-69	-0.477058413512055	0.422	0.787	2.88564928765125e-65	CD8 T cell	RAP1GAP2
1.83339411939988e-69	-0.40704153819384	0.103	0.43	3.59473584990735e-65	CD8 T cell	BEST1
4.02404354357634e-69	-0.35549988837818	0.039	0.379	7.88994217589013e-65	CD8 T cell	ZNF503
1.87782653171865e-68	0.445538270789559	0.609	0.273	3.68185448074075e-64	CD8 T cell	NEIL3
6.67770959421477e-68	-0.405849447777478	0.072	0.393	1.30929852013769e-63	CD8 T cell	SDS
1.35269085663013e-67	0.418757446099466	0.719	0.495	2.6522209625947e-63	CD8 T cell	NAB1
1.52735505765598e-67	-0.355472860487298	0.043	0.379	2.99468506154608e-63	CD8 T cell	TNFAIP2
2.09545515126849e-67	0.383651176993174	0.864	0.677	4.10855891509213e-63	CD8 T cell	NLRC5
2.28149890750464e-66	-0.394426584209247	0.576	0.82	4.47333490794434e-62	CD8 T cell	ZBTB16
2.71188286706107e-66	-0.475825961534719	0.145	0.536	5.31718873744663e-62	CD8 T cell	SH3BP4
5.63022470785583e-66	-0.372571351313241	0.102	0.459	1.10391815846929e-61	CD8 T cell	IL1RL2
5.93856826596653e-66	-0.370175683104277	0.047	0.369	1.16437507990806e-61	CD8 T cell	SPARC
1.41364158520914e-65	0.442167635474508	0.626	0.266	2.77172705611956e-61	CD8 T cell	CST7
1.82048083882635e-65	0.360793662204833	0.84	0.664	3.56941678068682e-61	CD8 T cell	BORCS5
1.8368952713997e-65	-0.420348411217069	0.115	0.479	3.60160055863339e-61	CD8 T cell	JAG1
2.16505874075113e-65	-0.488869816599913	0.159	0.47	4.24503067299075e-61	CD8 T cell	COL4A1
4.66371466260475e-65	-0.448905786438971	0.368	0.679	9.14414533896913e-61	CD8 T cell	MYOF
5.03368843198276e-65	-0.331056705063461	0.076	0.391	9.8695529085886e-61	CD8 T cell	GAS2L1
5.51465105716253e-65	-0.442786013884825	0.112	0.468	1.08125763277786e-60	CD8 T cell	RNF144B
5.568863665606e-65	-0.454436971620598	0.145	0.533	1.09188709891537e-60	CD8 T cell	IL1R1
6.89052575925435e-65	-0.267377324871611	0.024	0.288	1.351025385617e-60	CD8 T cell	PDK4
8.72844759380162e-65	-0.475565526723374	0.25	0.634	1.71138671971668e-60	CD8 T cell	ZNF516
9.44178199650623e-65	-0.352164556300463	0.064	0.41	1.85125019605498e-60	CD8 T cell	ARRDC4
9.77185090382532e-65	-0.404829043564933	0.22	0.566	1.91596680671303e-60	CD8 T cell	USP6NL
1.30569490101718e-64	-0.480775771719267	0.265	0.631	2.56007599242439e-60	CD8 T cell	MOB3B
1.52916101739198e-64	-0.384377566751232	0.659	0.86	2.99822600680046e-60	CD8 T cell	KCNQ1
1.56885320798679e-64	0.342207399318529	0.934	0.839	3.07605048489971e-60	CD8 T cell	MSI2
1.58310242767268e-64	-0.477828539955797	0.416	0.728	3.10398892993781e-60	CD8 T cell	GAB2
1.69156471336772e-64	-0.486553085346471	0.267	0.608	3.31665093350009e-60	CD8 T cell	MERTK
3.82315696287432e-64	0.365438704198051	0.47	0.131	7.49606385710769e-60	CD8 T cell	FASLG
5.30091744781257e-64	-0.462760846342732	0.285	0.632	1.03935088399261e-59	CD8 T cell	SSPN
1.10196148320194e-63	-0.517649693838414	0.235	0.633	2.16061588011403e-59	CD8 T cell	ITGB5
1.19659531100969e-63	-0.553024182658123	0.306	0.694	2.3461644262967e-59	CD8 T cell	SLC22A23
1.40042411984476e-63	-0.422303720304303	0.236	0.574	2.74581157177962e-59	CD8 T cell	VASH1
1.66782034692695e-63	-0.385306261042624	0.089	0.434	3.27009535421967e-59	CD8 T cell	RP11-162P23.2
2.45569144879698e-63	0.425624470565096	0.787	0.501	4.81487422365623e-59	CD8 T cell	IL21R
2.96987163765423e-63	-0.337793632819432	0.076	0.37	5.82302731994864e-59	CD8 T cell	OLFML2B
3.10571741161818e-63	-0.456420300563857	0.484	0.759	6.08938012895976e-59	CD8 T cell	INSR
3.1202448607446e-63	-0.443510477356562	0.405	0.729	6.11786409846195e-59	CD8 T cell	PALLD
3.97605347383858e-63	0.32050433627606	0.45	0.149	7.79584804615531e-59	CD8 T cell	PVRIG
7.47551127987435e-63	-0.36934007164973	0.055	0.347	1.46572349664496e-58	CD8 T cell	CSF2RA
8.34400496671123e-63	0.385424104485688	0.699	0.421	1.63600905382307e-58	CD8 T cell	SYTL2
9.83174810497147e-63	0.424832439825505	0.737	0.495	1.92771085094176e-58	CD8 T cell	HNRNPLL
1.09516702477978e-62	0.373533424387097	0.722	0.46	2.14729398548572e-58	CD8 T cell	GATS
1.12740620604619e-62	0.339067140048419	0.919	0.766	2.21050534819476e-58	CD8 T cell	ETS1
1.70512789885234e-62	-0.366475506567575	0.103	0.435	3.34324427127979e-58	CD8 T cell	TNFRSF21
1.8767316115517e-62	0.381808511352665	0.739	0.503	3.67970767076942e-58	CD8 T cell	SUB1
2.04601017038949e-62	-0.303649132741409	0.053	0.355	4.01161214108266e-58	CD8 T cell	SOWAHC
3.03481308176425e-62	-0.419197979930083	0.358	0.649	5.95035800941517e-58	CD8 T cell	ARMC9
3.47961276372309e-62	-0.315439841219835	0.028	0.328	6.82247674583185e-58	CD8 T cell	CD93
1.65619174098747e-61	-0.515298863821265	0.217	0.61	3.24729514655412e-57	CD8 T cell	ANTXR1
1.84004252333522e-61	-0.396498119503282	0.098	0.456	3.60777137550336e-57	CD8 T cell	CEP295NL
1.99602011565799e-61	0.393100236083596	0.677	0.39	3.91359664077063e-57	CD8 T cell	RCAN3
2.92350051078652e-61	-0.35207229158714	0.146	0.439	5.73210745149913e-57	CD8 T cell	DPYSL3
4.04721079928931e-61	-0.442904436675209	0.395	0.718	7.93536621416654e-57	CD8 T cell	NEDD4L
5.933241055672e-61	-0.463153714601562	0.454	0.771	1.16333057378561e-56	CD8 T cell	GNAQ
6.11787733228417e-61	-0.386286888260777	0.274	0.638	1.19953220854096e-56	CD8 T cell	KLF3
6.25062692080063e-61	0.400690477058603	0.734	0.496	1.22556042036138e-56	CD8 T cell	HBS1L
6.78003290094129e-61	-0.413849762106885	0.158	0.518	1.32936105088756e-56	CD8 T cell	C9
8.03780250756097e-61	-0.363732991490093	0.121	0.448	1.57597193765748e-56	CD8 T cell	ALDH2
8.04117920415798e-61	-0.465289797824478	0.373	0.689	1.57663400655926e-56	CD8 T cell	FAM49A
8.52850296743497e-61	0.445380824601223	0.817	0.566	1.67218357682497e-56	CD8 T cell	MCTP2
1.01931788929711e-60	-0.520283451508286	0.485	0.784	1.99857658554484e-56	CD8 T cell	TNS3
1.03148881573902e-60	-0.424604461301829	0.245	0.593	2.0224401210195e-56	CD8 T cell	KIF13A
1.71982445496819e-60	0.367063871613747	0.597	0.321	3.37205980885614e-56	CD8 T cell	F2R
1.75214789024855e-60	-0.427043308507515	0.514	0.791	3.43543636841033e-56	CD8 T cell	DISC1
2.16251418155921e-60	0.347719909694716	0.749	0.565	4.24004155578314e-56	CD8 T cell	METTL8
2.23143961601525e-60	-0.405631670844248	0.219	0.552	4.37518365512111e-56	CD8 T cell	PLXNB2
3.80712400164946e-60	0.421710227671663	0.816	0.527	7.4646280300341e-56	CD8 T cell	CD247
7.8412340002219e-60	-0.470967631060582	0.237	0.578	1.53743075042351e-55	CD8 T cell	ASAP2
8.53727905064414e-60	-0.369534278233229	0.128	0.446	1.6739043034598e-55	CD8 T cell	SYK
9.55055531691989e-60	-0.484887684213581	0.204	0.582	1.87257738098848e-55	CD8 T cell	SH3PXD2B
1.05785466293746e-59	0.337811917945016	0.863	0.699	2.07413563762147e-55	CD8 T cell	TMEM2
1.01207544801826e-58	0.364258206885104	0.464	0.176	1.9843763309294e-54	CD8 T cell	TIMD4
1.17983400979393e-58	-0.373069379666408	0.107	0.404	2.31330054300296e-54	CD8 T cell	HCK
1.48718525959326e-58	0.370542319173294	0.743	0.463	2.9159241384845e-54	CD8 T cell	PBX4
2.19025418408133e-58	-0.469647383490536	0.361	0.692	4.29443137872827e-54	CD8 T cell	PLXNA2
3.48787586777003e-58	-0.500787196823883	0.412	0.751	6.83867821393671e-54	CD8 T cell	DST
3.73393270845428e-58	-0.343707746419392	0.097	0.408	7.32112186146631e-54	CD8 T cell	C15orf52
1.64981346750462e-57	0.344698162376563	0.666	0.411	3.23478926573632e-53	CD8 T cell	CORO1A
1.81302229982619e-57	-0.338469528961385	0.069	0.379	3.55479282326921e-53	CD8 T cell	ZNF366
2.86286675392279e-57	-0.366928213810347	0.07	0.406	5.61322284441642e-53	CD8 T cell	GPRC5C
5.01574405642031e-57	-0.472095735424901	0.266	0.632	9.83436937142329e-53	CD8 T cell	BAHCC1
5.55333885968809e-57	0.313355824353453	0.873	0.721	1.08884315021904e-52	CD8 T cell	AKNA
9.79242224742982e-57	-0.44915737955582	0.185	0.538	1.92000023005356e-52	CD8 T cell	ENG
1.09555875764591e-56	-0.451444959629988	0.331	0.611	2.14806205611634e-52	CD8 T cell	EPB41L3
1.38892213632875e-56	-0.248701086785523	0.015	0.274	2.72325963269979e-52	CD8 T cell	CTSL
1.72205344940388e-56	-0.388531670909328	0.166	0.506	3.37643019824619e-52	CD8 T cell	CFAP161
2.04187822338925e-56	-0.41354102102098	0.148	0.493	4.00351063259931e-52	CD8 T cell	MMP2
2.11027078336438e-56	-0.368013078111564	0.13	0.466	4.13760792494254e-52	CD8 T cell	GRASP
3.17658254394221e-56	-0.296856534458603	0.078	0.358	6.22832539390748e-52	CD8 T cell	PLAU
3.94515040351751e-56	0.236306043735848	0.977	0.94	7.73525639617679e-52	CD8 T cell	PRKCH
3.98201520870077e-56	0.352564417367289	0.405	0.115	7.80753721969959e-52	CD8 T cell	TEX13D
4.74669312129546e-56	0.368638065877027	0.63	0.327	9.30684120292401e-52	CD8 T cell	LCK
4.98656396526184e-56	0.408118867329168	0.839	0.585	9.77715596668889e-52	CD8 T cell	PTPRC
6.09223322091085e-56	-0.458301436115522	0.302	0.632	1.19450416762399e-51	CD8 T cell	DYSF
7.86077928684481e-56	-0.392285207518693	0.509	0.751	1.54126299477166e-51	CD8 T cell	RGS12
8.22739245662198e-56	-0.340285275592635	0.115	0.441	1.61314483896987e-51	CD8 T cell	SEPT10
9.32672399274502e-56	0.432050628364106	0.785	0.531	1.82869077325752e-51	CD8 T cell	EFNA5
9.77831006830316e-56	-0.327698262093459	0.076	0.394	1.9172332550922e-51	CD8 T cell	KCTD12
1.05609603350908e-55	-0.417978676381665	0.203	0.563	2.07068749290125e-51	CD8 T cell	MB21D2
1.06738599518743e-55	0.275043589366098	0.869	0.757	2.09282372076399e-51	CD8 T cell	GTDC1
1.11726093234474e-55	0.337588504949971	0.924	0.805	2.19061351004832e-51	CD8 T cell	PIP4K2A
1.39084650629904e-55	0.328740754531303	0.929	0.787	2.72703274490052e-51	CD8 T cell	CCDC88C
1.49064209458755e-55	0.336004506036022	0.82	0.651	2.92270195485781e-51	CD8 T cell	CCSER2
3.51220120377546e-55	-0.398900151046701	0.182	0.511	6.88637290024255e-51	CD8 T cell	NDST1
6.96734676187381e-55	-0.409524054092392	0.446	0.738	1.3660876796006e-50	CD8 T cell	SLC2A9
7.0623621041827e-55	-0.304726523132183	0.069	0.356	1.3847173377671e-50	CD8 T cell	TCN2
9.08416185103738e-55	0.300278629835438	0.389	0.105	1.7811316141329e-50	CD8 T cell	CD3G
9.458831507097e-55	0.345801140638711	0.699	0.464	1.85459309359651e-50	CD8 T cell	ITGA4
9.67467671612817e-55	-0.442503770019521	0.207	0.558	1.89691386373125e-50	CD8 T cell	IFNGR2
1.38329904600489e-54	-0.424023126223524	0.265	0.597	2.71223443950178e-50	CD8 T cell	RPH3AL
1.78264559589921e-54	-0.425004757472529	0.521	0.794	3.49523321987959e-50	CD8 T cell	SAMD4A
1.80981082319731e-54	-0.448515703912135	0.488	0.767	3.54849608104296e-50	CD8 T cell	KCNIP1
2.90743517883524e-54	-0.45690438821906	0.194	0.558	5.70060815514226e-50	CD8 T cell	RASGRF1
2.97873472158461e-54	-0.345190613984523	0.061	0.386	5.84040516861095e-50	CD8 T cell	KLF4
5.00603697390102e-54	-0.380976488738267	0.137	0.486	9.81533669472773e-50	CD8 T cell	MGST2
5.11206639389811e-54	-0.28349000886167	0.069	0.356	1.0023228578516e-49	CD8 T cell	ANKRD50
5.85402247984462e-54	0.457420102124912	0.713	0.399	1.14779818762313e-49	CD8 T cell	SARDH
8.14189430616832e-54	-0.360678169243129	0.106	0.393	1.59638121661042e-49	CD8 T cell	C5AR1
1.07121595082374e-53	-0.324308206554308	0.144	0.46	2.1003331147801e-49	CD8 T cell	EPHB3
2.00653870730504e-53	-0.280453978440937	0.051	0.32	3.934220443413e-49	CD8 T cell	LPCAT2
