p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
1.52392310454381e-21	0.215099281051057	0.675	0.69	2.98795603107904e-17	ccRCC balanced	PAQR5
1.96733317451329e-21	0.119919170641533	0.575	0.708	3.8573501552682e-17	ccRCC balanced	TPMT
1.97059510451774e-21	0.217646001871469	0.637	0.693	3.86374582142793e-17	ccRCC balanced	TMEM132C
2.23869920119166e-21	0.132138433451705	0.643	0.765	4.38941752377649e-17	ccRCC balanced	AIG1
2.29519856826745e-21	0.160198452234715	0.452	0.421	4.50019583280199e-17	ccRCC balanced	SLC6A12
2.95515702375934e-21	0.131640639947495	0.366	0.401	5.79417637648493e-17	ccRCC balanced	AVPR1B
3.94735463077926e-21	0.145036917636763	0.432	0.484	7.73957822456889e-17	ccRCC balanced	MUC3A
4.45513973411784e-21	0.120238105566086	0.437	0.528	8.73519247668485e-17	ccRCC balanced	ACSM5
4.63078808819877e-21	0.212467827938072	0.672	0.777	9.07958620453133e-17	ccRCC balanced	ENPP3
6.216534371079e-21	0.105742373325006	0.451	0.511	1.21887589413746e-16	ccRCC balanced	BEST3
7.98459071863898e-21	0.110110499529686	0.404	0.388	1.56553870220354e-16	ccRCC balanced	TINAG
1.03413047722964e-20	0.131687827883885	0.656	0.782	2.02761962670415e-16	ccRCC balanced	RNGTT
1.61382500344688e-20	0.17911335121014	0.544	0.646	3.1642266842583e-16	ccRCC balanced	C16orf74
2.32728067781007e-20	0.253355357289477	0.733	0.709	4.5630992249822e-16	ccRCC balanced	OCA2
3.47498166717124e-20	0.12579259758995	0.201	0.128	6.81339655482265e-16	ccRCC balanced	GSTA2
4.5445213542719e-20	0.105919895156883	0.5	0.609	8.91044301932091e-16	ccRCC balanced	REEP1
4.62110510429755e-20	0.200548213223267	0.688	0.771	9.0606007779962e-16	ccRCC balanced	ITPR3
6.05764884372892e-20	0.177657157659025	0.483	0.502	1.18772320878993e-15	ccRCC balanced	AQP3
7.00647531916447e-20	0.138463263175091	0.703	0.796	1.37375961582858e-15	ccRCC balanced	HUNK
7.44138666813279e-20	0.11317473954227	0.695	0.821	1.4590326840208e-15	ccRCC balanced	ADAM22
9.79700399316485e-20	0.103596919337867	0.469	0.516	1.92089857293983e-15	ccRCC balanced	ACMSD
1.07330103239471e-19	0.137417483402585	0.392	0.441	2.10442133421631e-15	ccRCC balanced	SH3BGRL2
1.11567356492256e-19	0.186188853192479	0.645	0.744	2.18750115874366e-15	ccRCC balanced	PDLIM4
1.442216504278e-19	0.129611324882762	0.439	0.474	2.82775389993788e-15	ccRCC balanced	HAAO
1.87924001271393e-19	0.124594169201453	0.227	0.197	3.68462589292821e-15	ccRCC balanced	MOGAT3
1.89261884450857e-19	0.190616456567747	0.696	0.718	3.71085776842796e-15	ccRCC balanced	SNTG2
2.96895313953139e-19	0.165952370826285	0.616	0.654	5.82122642067919e-15	ccRCC balanced	USH1C
3.12484908944405e-19	0.136261990590517	0.589	0.725	6.12689160967296e-15	ccRCC balanced	NRP2
3.34466762714856e-19	0.107931411913853	0.48	0.621	6.55788981655019e-15	ccRCC balanced	VPS37B
1.13215032711177e-18	0.167688659730275	0.913	0.948	2.21980714636805e-14	ccRCC balanced	TLN2
1.20646871915599e-18	0.124483906678646	0.416	0.515	2.36552321764915e-14	ccRCC balanced	TRIM14
1.56888611775936e-18	0.111626300933553	0.853	0.909	3.07611501109077e-14	ccRCC balanced	FGD4
1.68089620127982e-18	0.104699362739952	0.393	0.47	3.29573318184934e-14	ccRCC balanced	NPNT
1.87400594035253e-18	0.150246775215175	0.44	0.509	3.67436344724921e-14	ccRCC balanced	GRAMD2
1.93291913183749e-18	0.108256533825123	0.291	0.306	3.78987454179377e-14	ccRCC balanced	B3GNT3
2.46249955333992e-18	0.144807030507948	0.448	0.561	4.82822287423359e-14	ccRCC balanced	UNC5A
3.13526251753981e-18	0.189253471307703	0.5	0.561	6.14730921814031e-14	ccRCC balanced	RNF152
3.34354424355697e-18	0.135777322259016	0.61	0.758	6.55568719834215e-14	ccRCC balanced	REPS2
4.0517299364533e-18	0.161544483261463	0.375	0.394	7.94422688640399e-14	ccRCC balanced	OTOGL
5.1020707078296e-18	0.176647213909899	0.793	0.894	1.00036300368415e-13	ccRCC balanced	CRADD
5.66978614607751e-18	0.103428991897112	0.238	0.242	1.11167496966142e-13	ccRCC balanced	SLC39A5
5.92484023321611e-18	0.103191247653089	0.583	0.742	1.16168342452668e-13	ccRCC balanced	LDHB
6.05243317356617e-18	0.11877520280297	0.382	0.418	1.18670057234112e-13	ccRCC balanced	BMP2
1.05700231734795e-17	0.101840243279673	0.429	0.562	2.07246444362413e-13	ccRCC balanced	RP11-293I14.2
1.32688889860499e-17	0.1255868427128	0.767	0.858	2.60163106349481e-13	ccRCC balanced	FRMD3
1.57267840792824e-17	0.134086600377439	0.504	0.551	3.0835505544249e-13	ccRCC balanced	TSPAN15
1.62887345474096e-17	0.133066486824252	0.593	0.697	3.1937321827106e-13	ccRCC balanced	TBC1D22B
2.21245072056493e-17	0.106675264694209	0.366	0.42	4.33795212781165e-13	ccRCC balanced	ID1
2.41751770785883e-17	0.120530833727661	0.47	0.573	4.74002696979881e-13	ccRCC balanced	CDH16
2.47800181711098e-17	0.23589605686962	0.444	0.386	4.8586181628095e-13	ccRCC balanced	WNT3A
2.5916306901739e-17	0.147379804442399	0.572	0.606	5.08141029422397e-13	ccRCC balanced	PLEKHG1
2.72270180641025e-17	0.105545031383497	0.427	0.557	5.33840143182857e-13	ccRCC balanced	TMEM19
2.84855109199884e-17	0.143527594568054	0.578	0.589	5.58515412608213e-13	ccRCC balanced	PLPP4
3.08792962805127e-17	0.134922348836459	0.477	0.497	6.05450362172012e-13	ccRCC balanced	EMX2
3.25536032346774e-17	0.149722628265986	0.494	0.567	6.3827849862232e-13	ccRCC balanced	KLHL6
4.35170482594345e-17	0.108101830107072	0.312	0.377	8.53238765222732e-13	ccRCC balanced	LRMP
6.01179480145423e-17	0.12183194320153	0.374	0.459	1.17873260672113e-12	ccRCC balanced	FLT4
6.38069934030168e-17	0.114960519574961	0.274	0.294	1.25106371965295e-12	ccRCC balanced	SMIM24
7.5274858609841e-17	0.11840873649446	0.495	0.582	1.47591415276315e-12	ccRCC balanced	ELOVL5
9.0780865915396e-17	0.160107240416745	0.579	0.651	1.77994043800317e-12	ccRCC balanced	FGFR4
1.18442642888378e-16	0.123662160617918	0.571	0.671	2.32230489911242e-12	ccRCC balanced	MME
1.28365453965642e-16	0.161675189331844	0.601	0.697	2.51686145590434e-12	ccRCC balanced	CDH11
1.34944646090769e-16	0.110296814725187	0.679	0.799	2.64585967590172e-12	ccRCC balanced	CPEB3
1.38620107613227e-16	0.115321658074942	0.932	0.973	2.71792444997254e-12	ccRCC balanced	P4HA2
1.54872255112498e-16	0.114826199856511	0.353	0.409	3.03658030599074e-12	ccRCC balanced	SUSD3
2.10480159313197e-16	0.138641682013417	0.696	0.659	4.12688448365385e-12	ccRCC balanced	ITGA3
2.2821931828057e-16	0.100721188837744	0.536	0.565	4.47469617352714e-12	ccRCC balanced	PRKCQ
2.70795690040764e-16	0.102543255347251	0.238	0.239	5.30949109462925e-12	ccRCC balanced	SLC38A4
2.96893716622647e-16	0.14381655595282	0.421	0.514	5.82119510182025e-12	ccRCC balanced	TIMP3
3.02068176172968e-16	0.137877672672573	0.433	0.492	5.92265073022338e-12	ccRCC balanced	CTC-441N14.4
3.35313047470977e-16	0.11359739121792	0.714	0.782	6.57448292176345e-12	ccRCC balanced	ARHGAP27
5.07852502763757e-16	0.103261873378169	0.754	0.881	9.95746402168899e-12	ccRCC balanced	PER1
5.55533743026379e-16	0.100478925584439	0.851	0.934	1.08923500995182e-11	ccRCC balanced	UPP2
5.92184789516637e-16	0.132840419827125	0.518	0.583	1.16109671680527e-11	ccRCC balanced	ATP8B4
6.20495493000738e-16	0.170998202661653	0.64	0.654	1.21660551312655e-11	ccRCC balanced	EVA1A
7.16635975247399e-16	0.128411586327372	0.341	0.375	1.40510815666758e-11	ccRCC balanced	PCK1
8.36882941364716e-16	0.19155601450766	0.605	0.641	1.6408763831338e-11	ccRCC balanced	ARHGEF16
9.35687243181508e-16	0.178760797620485	0.689	0.805	1.83460197770598e-11	ccRCC balanced	PGBD5
1.05436053767133e-15	0.123954825486453	0.635	0.751	2.06728470621217e-11	ccRCC balanced	VDR
1.27429041214013e-15	0.174845324442066	0.576	0.637	2.49850121108315e-11	ccRCC balanced	KLHL32
1.27627410006648e-15	0.122205860932476	0.407	0.464	2.50239062800035e-11	ccRCC balanced	TNNI1
1.38552387558429e-15	0.209533225979264	0.806	0.81	2.71659666285812e-11	ccRCC balanced	MAP3K5
1.40017850284149e-15	0.241340681977123	0.503	0.487	2.74532999052132e-11	ccRCC balanced	WDFY4
1.52669865317878e-15	0.137263164843208	0.69	0.795	2.99339804928762e-11	ccRCC balanced	TCF7L1
1.60508300907953e-15	0.228296318974985	0.478	0.461	3.14708625590223e-11	ccRCC balanced	WDFY4.1
1.73728396614406e-15	0.126233772531126	0.532	0.662	3.40629267241866e-11	ccRCC balanced	FGFR1OP
2.98953037285856e-15	0.209923959334161	0.852	0.838	5.86157220206378e-11	ccRCC balanced	BAIAP2
3.17292980995148e-15	0.101655705283613	0.779	0.875	6.22116347837187e-11	ccRCC balanced	DAB2
4.07862458180501e-15	0.161186042528996	0.523	0.548	7.99695921754509e-11	ccRCC balanced	HOGA1
6.91249144832477e-15	0.110407742114563	0.316	0.371	1.35533219827304e-10	ccRCC balanced	ISM1
9.7256747298464e-15	0.113692314244373	0.58	0.739	1.90691304428098e-10	ccRCC balanced	PRKAB1
1.09744797518391e-14	0.185663278625519	0.479	0.522	2.1517662449431e-10	ccRCC balanced	RFTN1
1.13479693319099e-14	0.117305798074627	0.447	0.554	2.22499634690757e-10	ccRCC balanced	DNAJC15
1.25238661802624e-14	0.125144033646288	0.404	0.463	2.45555444196405e-10	ccRCC balanced	ETNK2
1.68413152548658e-14	0.10728539781441	0.786	0.891	3.30207668202153e-10	ccRCC balanced	OARD1
1.68484651221003e-14	0.229110590599556	0.528	0.503	3.30347855649021e-10	ccRCC balanced	SCN9A
3.25261876298638e-14	0.118846064636172	0.561	0.589	6.3774096085874e-10	ccRCC balanced	TRPM1
3.72547561954502e-14	0.107096340653826	0.427	0.557	7.30454004724192e-10	ccRCC balanced	TDP2
4.04583009528359e-14	0.126562347044337	0.418	0.475	7.93265906782253e-10	ccRCC balanced	LIN7A
4.44310547622784e-14	0.176980800422199	0.743	0.821	8.71159690723992e-10	ccRCC balanced	RBFOX3
4.96864592963247e-14	0.141668292446206	0.317	0.349	9.74202407423038e-10	ccRCC balanced	SIMC1
5.17481594651163e-14	0.126578589915385	0.335	0.38	1.01462616263254e-09	ccRCC balanced	ADGRF5
5.17674044478329e-14	0.130332846934039	0.567	0.66	1.01500349900866e-09	ccRCC balanced	ARHGAP18
5.74156341317936e-14	0.138110124939598	0.714	0.829	1.12574833842208e-09	ccRCC balanced	SCNN1A
5.90193963761365e-14	0.126138633317253	0.687	0.82	1.15719330474691e-09	ccRCC balanced	TCHP
6.86134463738398e-14	0.106317969145027	0.664	0.791	1.34530384305188e-09	ccRCC balanced	APBB1IP
8.59054055018029e-14	0.105196399719771	0.484	0.612	1.68434728567385e-09	ccRCC balanced	KIAA1614
1.16388759241734e-13	0.131326962817299	0.518	0.551	2.28203440245268e-09	ccRCC balanced	ADM2
1.37217268635706e-13	0.122543075051604	0.345	0.4	2.69041898614029e-09	ccRCC balanced	KCNH6
1.49129082979171e-13	0.167573545483054	0.472	0.532	2.9239739299726e-09	ccRCC balanced	AOX1
1.74968535059498e-13	0.10069783346982	0.842	0.941	3.43060806691157e-09	ccRCC balanced	SIN3A
1.76833624251247e-13	0.123941258907717	0.231	0.193	3.4671768706942e-09	ccRCC balanced	UGT3A1
2.72631981610554e-13	0.114405093123294	0.681	0.83	5.34549526343813e-09	ccRCC balanced	GIT2
2.84208131893332e-13	0.128051046573882	0.794	0.895	5.57246884203256e-09	ccRCC balanced	ACOXL
2.90433593455397e-13	0.121774003187853	0.443	0.526	5.69453146687998e-09	ccRCC balanced	SCAMP5
3.29721739463311e-13	0.120815425032361	0.745	0.861	6.46485414565714e-09	ccRCC balanced	MYO9A
3.97369083264292e-13	0.106399771845828	0.579	0.749	7.79121561556297e-09	ccRCC balanced	SENP8
4.53269266535941e-13	0.102726454993819	0.663	0.807	8.8872505089702e-09	ccRCC balanced	LIMA1
4.94508851725433e-13	0.110230687316535	0.692	0.83	9.69583505578056e-09	ccRCC balanced	MGMT
5.70884685295128e-13	0.126146298103736	0.35	0.38	1.11933360245816e-08	ccRCC balanced	SLC51B
6.02547685709307e-13	0.110357291978692	0.529	0.667	1.18141524737024e-08	ccRCC balanced	C2orf88
7.43328660457294e-13	0.101484041312629	0.589	0.757	1.45744450455862e-08	ccRCC balanced	FZD5
7.88664984053501e-13	0.133800781322323	0.896	0.939	1.5463354342337e-08	ccRCC balanced	TRABD2B
1.05829151748851e-12	0.142659131059905	0.645	0.781	2.07499217833972e-08	ccRCC balanced	CYB5R3
1.07365208849798e-12	0.118961514066128	0.939	0.975	2.105109649918e-08	ccRCC balanced	IGF1R
1.36435648915191e-12	0.101037802519965	0.293	0.313	2.67509376828015e-08	ccRCC balanced	SULT1C2
1.80355854640018e-12	0.102592079460438	0.67	0.816	3.53623724192683e-08	ccRCC balanced	CCDC6
2.01135453591329e-12	0.104965372150869	0.44	0.539	3.94366283856519e-08	ccRCC balanced	STK38
2.10066786134834e-12	0.202320214109011	0.781	0.848	4.11877947574569e-08	ccRCC balanced	DOCK2
2.1374308305915e-12	0.151493537975133	0.623	0.746	4.19086062954076e-08	ccRCC balanced	TMEM132B
2.40246860789872e-12	0.119654684279531	0.674	0.825	4.71052019950703e-08	ccRCC balanced	ACACB
2.66410077864102e-12	0.112415424836548	0.645	0.768	5.22350239668145e-08	ccRCC balanced	HPN
2.74585192495038e-12	0.163102767907729	0.56	0.671	5.38379186925021e-08	ccRCC balanced	SEPT8
2.83765025707586e-12	0.124282954270388	0.724	0.843	5.56378085904865e-08	ccRCC balanced	CCND3
3.11453638030589e-12	0.104512620779426	0.63	0.787	6.10667148086576e-08	ccRCC balanced	CLSTN3
3.1166526910886e-12	0.151223933013017	0.604	0.75	6.11082093141742e-08	ccRCC balanced	C1orf21
3.19771911583195e-12	0.132612096176566	0.732	0.81	6.26976787041171e-08	ccRCC balanced	RP11-548K23.11
3.33708175521286e-12	0.128454636217958	0.478	0.562	6.54301619744585e-08	ccRCC balanced	CERKL
3.40350473749425e-12	0.160584924506718	0.55	0.626	6.67325173880497e-08	ccRCC balanced	FAM196B
3.47354572327491e-12	0.105047624977192	0.68	0.778	6.81058109962511e-08	ccRCC balanced	RCAN2
4.13281477419116e-12	0.10132202151359	0.426	0.581	8.10320992775661e-08	ccRCC balanced	CRB1
4.51551343589823e-12	0.158993588286694	0.591	0.546	8.85356719376565e-08	ccRCC balanced	PPP1R14C
6.23456867521915e-12	0.103614996148006	0.344	0.443	1.22241188015022e-07	ccRCC balanced	EBF3
8.06880603719559e-12	0.168982535155356	0.94	0.962	1.58205079971294e-07	ccRCC balanced	DIP2C
8.10411304335939e-12	0.124648149781904	0.246	0.235	1.58897344441147e-07	ccRCC balanced	SLC22A6
8.68550314147975e-12	0.176485724017024	0.685	0.746	1.70296660094993e-07	ccRCC balanced	ESR1
1.26674491211098e-11	0.189610105594304	0.75	0.823	2.483706749176e-07	ccRCC balanced	MMRN2
1.42566353782822e-11	0.144868161172894	0.418	0.504	2.7952984986198e-07	ccRCC balanced	TSPAN11
2.15648536766714e-11	0.102096931139981	0.254	0.258	4.22822086038495e-07	ccRCC balanced	SLC7A9
2.25537880600073e-11	0.158831812761355	0.608	0.683	4.42212122492564e-07	ccRCC balanced	DDR2
3.10586094935646e-11	0.116815113889984	0.783	0.905	6.08966156340321e-07	ccRCC balanced	SLC22A4
3.33194956448644e-11	0.181715505784019	0.589	0.597	6.53295351108855e-07	ccRCC balanced	CD109
3.61227796363873e-11	0.123179082365228	0.506	0.651	7.08259340330645e-07	ccRCC balanced	RANBP17
4.32370858487733e-11	0.17490574815184	0.606	0.668	8.47749542236899e-07	ccRCC balanced	PDLIM1
4.94149724942817e-11	0.133124950811153	0.457	0.51	9.68879365695382e-07	ccRCC balanced	DENND2D
4.95548169488161e-11	0.127306565590861	0.298	0.316	9.71621295915437e-07	ccRCC balanced	TIMD4
5.60645804521481e-11	0.13930769494972	0.58	0.709	1.09925822892527e-06	ccRCC balanced	PLEKHG6
7.57856979790567e-11	0.114025024138092	0.335	0.422	1.48593018027537e-06	ccRCC balanced	PTPRQ
8.3599355791717e-11	0.121361937324635	0.518	0.639	1.6391325690082e-06	ccRCC balanced	GOT1
1.11746614502571e-10	0.277887343867566	0.86	0.907	2.19101587055192e-06	ccRCC balanced	FKBP5
1.2315405037379e-10	0.236709402097754	0.485	0.468	2.4146814656789e-06	ccRCC balanced	PTGER3
1.84346525984894e-10	0.113991797344243	0.388	0.508	3.61448233498582e-06	ccRCC balanced	TPH2
2.20679895085482e-10	0.112870477590123	0.5	0.542	4.32687070294104e-06	ccRCC balanced	ACSBG1
2.75265122078782e-10	0.132724519042476	0.745	0.854	5.39712324859868e-06	ccRCC balanced	PIEZO1
3.06696970625859e-10	0.14843831715891	0.418	0.492	6.01340750306121e-06	ccRCC balanced	STON1
3.13238379006108e-10	0.132324330169563	0.555	0.691	6.14166489717276e-06	ccRCC balanced	STON1-GTF2A1L
4.28814723129472e-10	0.154179902854405	0.721	0.832	8.40777027639956e-06	ccRCC balanced	ADAMTS17
4.52589425447607e-10	0.140517828497732	0.658	0.769	8.87392086475123e-06	ccRCC balanced	MCTP2
5.53629396642311e-10	0.125930853597586	0.27	0.275	1.08550115799658e-05	ccRCC balanced	CACNG3
6.7627518712728e-10	0.142664636051212	0.352	0.46	1.32597275940046e-05	ccRCC balanced	BRINP3
8.02818433082538e-10	0.155591440164153	0.715	0.815	1.57408610174493e-05	ccRCC balanced	EVA1C
