p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	group
2.65986114879164e-316	-1.2906636901176	0.146	0.282	1.24648807029708e-310	chr5-100900028-100904777	BAP1 WT
3.36037434804306e-316	1.03850618359054	0.428	0.191	1.57476887034907e-310	chr16-50696388-50698702	BAP1 pLOF
2.97450389501298e-312	1.26337459066479	0.421	0.165	1.39393878581604e-306	chr6-165660192-165664514	BAP1 pLOF
1.48632370995958e-311	2.14260927323137	0.212	0.043	6.96534393874647e-306	chr15-24626131-24628081	BAP1 pLOF
9.6693679086428e-311	3.28076825830519	0.105	0.01	4.53134621365937e-305	chr15-43876979-43877897	BAP1 pLOF
6.09880692597143e-310	-1.64312885134112	0.076	0.214	2.85807779091107e-304	chr10-23343259-23344837	BAP1 WT
2.26284510928002e-309	1.78132207702655	0.192	0.048	1.06043484071679e-303	chr2-232890656-232891923	BAP1 pLOF
6.41174151091487e-308	1.65819942163881	0.208	0.06	3.00472801251852e-302	chr2-79190553-79192429	BAP1 pLOF
8.08922994882531e-308	3.60888908507666	0.109	0.008	3.79084774168806e-302	chr2-197965827-197967208	BAP1 pLOF
1.26842679174641e-305	-0.850308854375203	0.396	0.527	5.94421578989328e-300	chr14-105489665-105491952	BAP1 WT
1.31066830578193e-304	2.22793740862742	0.162	0.031	6.1421717747028e-299	chr20-50331592-50332531	BAP1 pLOF
7.73925387461361e-304	-0.944132965587521	0.186	0.283	3.6268388040063e-298	chr7-117871496-117874090	BAP1 WT
1.66529086195413e-303	2.87184119331584	0.107	0.014	7.80403591346702e-298	chr7-120395381-120396037	BAP1 pLOF
2.22266569262811e-303	1.44937205361878	0.33	0.111	1.04160560087062e-297	chr5-170744976-170746875	BAP1 pLOF
1.41382742183273e-301	-0.863067815352108	0.333	0.469	6.62560530866052e-296	chr14-20342175-20344358	BAP1 WT
8.71942538174522e-300	2.34281426186395	0.197	0.035	4.08617559722188e-294	chr3-134650393-134652068	BAP1 pLOF
2.99833021086492e-299	3.51577722823083	0.124	0.01	1.40510448838742e-293	chr22-47129861-47130472	BAP1 pLOF
3.97622045528351e-299	2.78235339535924	0.157	0.02	1.86337221573905e-293	chr1-226814663-226815738	BAP1 pLOF
8.79293030533277e-299	-0.849887164698625	0.346	0.473	4.12062213605779e-293	chr14-101760044-101762558	BAP1 WT
1.94921538572749e-298	1.69821893370352	0.255	0.068	9.13458856998089e-293	chr5-133240300-133241619	BAP1 pLOF
4.08941277293621e-298	3.11327318597887	0.109	0.012	1.91641741836832e-292	chr15-63327703-63328408	BAP1 pLOF
4.09177850157391e-298	2.32682713105698	0.172	0.031	1.91752606741408e-292	chr5-136040797-136041486	BAP1 pLOF
1.47246267192446e-297	2.98270469429234	0.118	0.014	6.90038709481286e-292	chr5-151387918-151389250	BAP1 pLOF
4.6911292936698e-297	1.36834363043462	0.343	0.121	2.19839922976318e-291	chr1-54226949-54229879	BAP1 pLOF
5.01850657387006e-297	2.88940471383758	0.13	0.016	2.35181771720615e-291	chr20-48584549-48585429	BAP1 pLOF
7.30508652209461e-297	-1.57405839130866	0.061	0.149	3.42337539176268e-291	chr16-46394185-46394977	BAP1 WT
6.87943136650473e-296	1.30468164774634	0.283	0.099	3.22390104185374e-290	chr7-53602667-53604641	BAP1 pLOF
1.07591208317422e-295	2.3597772691345	0.189	0.034	5.04203603625852e-290	chr12-52847145-52848321	BAP1 pLOF
1.8603463045691e-295	1.90059543704322	0.186	0.046	8.71812228363911e-290	chr3-106344979-106346043	BAP1 pLOF
3.43110013334868e-294	1.5732083368709	0.281	0.086	1.60791302439106e-288	chr5-132094157-132095875	BAP1 pLOF
1.86973779082715e-293	3.32140373494909	0.116	0.011	8.76213351177536e-288	chr6-43328076-43329216	BAP1 pLOF
5.24271718196183e-293	2.62462949806214	0.149	0.022	2.45688931026559e-287	chr8-10598441-10599020	BAP1 pLOF
5.96022453287944e-292	-0.918828761945957	0.331	0.47	2.79313406261876e-286	chr14-104751864-104754015	BAP1 WT
2.10609463414459e-291	2.75810677243241	0.123	0.017	9.86977022304546e-286	chr8-73409470-73410797	BAP1 pLOF
2.96616298173214e-291	0.73438039898364	0.513	0.291	1.39002999196615e-285	chr5-160230637-160232359	BAP1 pLOF
1.83818187767001e-290	-0.837468565394783	0.376	0.504	8.6142533515062e-285	chr14-99479808-99482075	BAP1 WT
1.8786718935158e-290	-0.864699800329106	0.312	0.425	8.80400130786414e-285	chr14-105480686-105482520	BAP1 WT
1.89142531254676e-290	2.15401679087522	0.159	0.033	8.86376752793476e-285	chr2-31429467-31430631	BAP1 pLOF
2.33883043664143e-289	-2.42794696781244	0.028	0.141	1.09604376869284e-283	chr12-68932083-68933813	BAP1 WT
7.15172929364249e-289	2.33810808675332	0.124	0.02	3.35150774715039e-283	chrX-131703442-131705452	BAP1 pLOF
8.09400814890506e-288	1.86179363914873	0.23	0.055	3.79308694481323e-282	chr1-19257072-19257923	BAP1 pLOF
3.33222368581476e-287	-0.995557371853441	0.203	0.355	1.56157665365968e-281	chr7-27141752-27144024	BAP1 WT
5.28853200567139e-287	-0.769247787579294	0.401	0.512	2.47835946528578e-281	chr14-100237883-100240795	BAP1 WT
6.85805452986551e-287	3.33328913701505	0.101	0.009	3.21388323627634e-281	chr5-171745445-171745921	BAP1 pLOF
1.5750703057675e-286	-1.37554844061921	0.085	0.171	7.3812362232152e-281	chr10-89535148-89536541	BAP1 WT
2.19008209972308e-286	2.47842125480082	0.156	0.025	1.02633598431113e-280	chr5-154141228-154142336	BAP1 pLOF
1.34180346616401e-285	-1.19590125663422	0.166	0.303	6.28808016544973e-280	chr9-121597822-121600229	BAP1 WT
2.02943534420542e-285	1.49517158063014	0.212	0.07	9.51052255919643e-280	chr1-3503860-3505168	BAP1 pLOF
1.10011177947767e-282	2.99884675591257	0.149	0.016	5.1554428310484e-277	chr5-157511230-157512316	BAP1 pLOF
2.95188399832306e-282	2.82308412054598	0.13	0.017	1.38333844625014e-276	chr20-46557029-46557758	BAP1 pLOF
4.81702447539578e-282	1.63204189124595	0.217	0.064	2.25739736288025e-276	chr13-110061656-110063932	BAP1 pLOF
1.75217261035523e-281	2.11613181656576	0.187	0.039	8.21118898218163e-276	chr6-161185969-161186947	BAP1 pLOF
1.95027935800533e-281	1.81194811720042	0.24	0.062	9.13957465262678e-276	chr8-125555995-125557954	BAP1 pLOF
2.29095617639261e-281	2.38062965272885	0.174	0.029	1.07360850198669e-275	chr11-134640045-134641653	BAP1 pLOF
6.7991528586585e-279	2.50563176846529	0.134	0.021	3.18628020500027e-273	chr4-19583777-19584706	BAP1 pLOF
1.34414165688894e-278	2.56623442852641	0.165	0.025	6.29903760526208e-273	chr11-35280758-35283165	BAP1 pLOF
6.34203129866266e-277	2.12714740600595	0.174	0.038	2.97205978546098e-271	chr5-168916036-168917463	BAP1 pLOF
1.77109099768143e-276	2.53227949461556	0.109	0.02	8.29984603152453e-271	chr2-13531781-13533748	BAP1 pLOF
4.2631490699999e-276	-0.586367745628099	0.443	0.524	1.99783528552498e-270	chr14-20681138-20684960	BAP1 WT
4.60986699387868e-276	3.20399874791668	0.136	0.012	2.16031735947437e-270	chr8-33736665-33737348	BAP1 pLOF
6.43932303369549e-275	2.61563251975932	0.121	0.018	3.01765351395768e-269	chr3-115911970-115913511	BAP1 pLOF
9.73103908296102e-275	1.87464242587653	0.23	0.056	4.56024711440894e-269	chr1-153617120-153617962	BAP1 pLOF
2.24764767250447e-274	-1.90066491032639	0.042	0.148	1.0533128811181e-268	chr19-12035005-12036392	BAP1 WT
2.24797032111757e-274	1.73551892978811	0.175	0.051	1.05346408361501e-268	chr8-11456225-11458463	BAP1 pLOF
2.31812366544256e-274	-0.893328564925184	0.275	0.39	1.08633997521268e-268	chr14-105299914-105301885	BAP1 WT
4.70836684149892e-274	2.10681006700155	0.204	0.042	2.2064772445648e-268	chr16-14399128-14400702	BAP1 pLOF
6.94585263457836e-274	1.48706546113313	0.261	0.083	3.25502797428982e-268	chr3-133894010-133896400	BAP1 pLOF
8.82222822507297e-274	-0.793676692343636	0.331	0.441	4.13435199088772e-268	chr14-75293518-75296368	BAP1 WT
1.67199972428667e-273	-1.70027783444793	0.051	0.147	7.83547558792737e-268	chr16-50878157-50880459	BAP1 WT
9.56705218873101e-273	2.00521410857457	0.217	0.048	4.48339810015282e-267	chr8-69643633-69644329	BAP1 pLOF
1.26407143173524e-272	1.88704223476797	0.182	0.047	5.92380530982653e-267	chr4-183410945-183411879	BAP1 pLOF
6.92699241175276e-272	2.54673398870082	0.156	0.022	3.24618952692728e-266	chr21-40901220-40903792	BAP1 pLOF
3.86065807143583e-271	2.07119660519129	0.178	0.039	1.8092163313589e-265	chr1-243312420-243314503	BAP1 pLOF
7.49775941384229e-271	-1.35200997762103	0.099	0.213	3.5136674963495e-265	chr14-53952814-53955217	BAP1 WT
1.17853075809384e-270	2.86539082387073	0.136	0.017	5.52293690634758e-265	chr15-24434855-24436342	BAP1 pLOF
2.52988033513492e-270	2.22344249417323	0.135	0.027	1.18557529157394e-264	chr3-136957709-136957969	BAP1 pLOF
3.23042011261205e-270	1.8139830227043	0.179	0.047	1.51386854695327e-264	chr7-73978125-73979472	BAP1 pLOF
5.1122522962544e-270	1.64192633980049	0.236	0.069	2.3957496813414e-264	chr3-119637649-119639657	BAP1 pLOF
7.47213105707199e-270	2.275247820527	0.212	0.038	3.50165730514459e-264	chr17-14737527-14739362	BAP1 pLOF
2.1918182321324e-269	1.75826264376185	0.176	0.048	1.02714958630598e-263	chr20-45945678-45946862	BAP1 pLOF
2.3100297835511e-269	-0.913416807440687	0.197	0.302	1.08254694743577e-263	chr5-52786828-52788882	BAP1 WT
3.10138457552874e-269	2.22953927174725	0.116	0.023	1.45339875224546e-263	chr16-35390943-35391640	BAP1 pLOF
6.84737586977232e-269	-1.3878170951175	0.055	0.137	3.20887890647553e-263	chr2-176150802-176152616	BAP1 WT
1.12389295076847e-268	-1.76028996805109	0.047	0.135	5.26688829625676e-263	chr12-53049662-53050163	BAP1 WT
7.10707558510113e-268	-0.901717479728039	0.254	0.365	3.33058172437036e-262	chr14-102591351-102594011	BAP1 WT
3.306592233413e-267	-1.40519598421217	0.065	0.15	1.5495650117521e-261	chr2-218780867-218783155	BAP1 WT
7.37866097223356e-267	1.82861631561589	0.225	0.056	3.45785451275684e-261	chr10-44926964-44927679	BAP1 pLOF
8.87330506065196e-267	2.53448225214857	0.136	0.021	4.15828807726827e-261	chr12-128079232-128079878	BAP1 pLOF
1.22403682873957e-266	1.75305502030465	0.251	0.065	5.73619155015397e-261	chr1-9412613-9414168	BAP1 pLOF
1.37058877088471e-266	-1.91691828752761	0.043	0.129	6.4229764511093e-261	chr14-104084999-104086573	BAP1 WT
1.4036046638048e-266	2.68989975212728	0.12	0.017	6.5776984999418e-261	chr10-94889900-94891259	BAP1 pLOF
1.50652825928713e-266	2.51564985425472	0.14	0.023	7.0600283162147e-261	chr20-46558185-46558926	BAP1 pLOF
4.65442811307014e-266	2.11540791024858	0.159	0.034	2.18119999219994e-260	chr5-168370758-168371539	BAP1 pLOF
5.03490950340393e-266	1.55285905360433	0.222	0.068	2.35950460567068e-260	chr6-14742811-14744344	BAP1 pLOF
7.9926297786422e-265	-1.56620193471312	0.064	0.178	3.74557810053531e-259	chr19-12051732-12053312	BAP1 WT
3.11762999301422e-264	2.73253869979961	0.14	0.019	1.46101182599626e-258	chr6-56387333-56388668	BAP1 pLOF
4.15028734991428e-264	1.46298128490553	0.282	0.092	1.94494501050298e-258	chr8-24954888-24957014	BAP1 pLOF
1.33439632384578e-263	-0.752006676720193	0.364	0.471	6.25336814847524e-258	chr14-77320043-77322064	BAP1 WT
1.91090890955817e-263	2.27301358895111	0.159	0.029	8.95507331377336e-258	chr19-50896076-50897937	BAP1 pLOF
3.09805999026324e-263	-2.41468584090143	0.03	0.124	1.45184075517707e-257	chr6-77649835-77651205	BAP1 WT
4.32792280467221e-263	3.07621415020228	0.118	0.012	2.02819013603074e-257	chr22-46422712-46423232	BAP1 pLOF
1.10915546760021e-262	2.53152788451331	0.15	0.023	5.19782417626018e-257	chrX-25011798-25013846	BAP1 pLOF
2.82390273943748e-262	-0.968415214048284	0.255	0.389	1.32336271687985e-256	chr14-64539019-64542430	BAP1 WT
9.6349221499993e-262	1.84964933458845	0.177	0.045	4.51520393223202e-256	chr5-150177914-150178648	BAP1 pLOF
1.301534637013e-261	-0.762954923685629	0.322	0.423	6.09936875408765e-256	chr14-81219075-81221922	BAP1 WT
1.34658936676375e-261	2.55051298815686	0.129	0.02	6.31050828357129e-256	chr21-24656765-24658458	BAP1 pLOF
1.72912701405113e-261	1.78950605643691	0.244	0.063	8.10319063467768e-256	chr15-23422102-23423743	BAP1 pLOF
2.74146914017966e-261	2.34808502042773	0.199	0.035	1.28473194169325e-255	chr1-179550545-179552581	BAP1 pLOF
4.13076001067723e-261	-0.750089303732431	0.289	0.384	1.93579393304366e-255	chr14-32200450-32204347	BAP1 WT
1.36686042875128e-260	1.43026800924825	0.221	0.075	6.40550435865284e-255	chr5-160204450-160205638	BAP1 pLOF
2.5417930956529e-260	2.56451503679993	0.135	0.021	1.19115795662272e-254	chr20-38180779-38181912	BAP1 pLOF
5.08126977933261e-260	-1.23813785019263	0.103	0.203	2.38123037541886e-254	chr7-87599837-87601197	BAP1 WT
6.18583486219387e-260	2.91739721354174	0.138	0.016	2.89886160563505e-254	chr18-36210807-36212174	BAP1 pLOF
8.3773085024358e-260	-1.04767270133781	0.195	0.31	3.92584970618799e-254	chr14-75276502-75277874	BAP1 WT
1.29960636250365e-259	-0.690944146181308	0.216	0.287	6.09033230053722e-254	chr13-93226430-93228757	BAP1 WT
1.55219952615922e-259	-1.08616619675217	0.141	0.226	7.27405711744469e-254	chr8-144412765-144414170	BAP1 WT
1.56289286807564e-259	3.12748796998107	0.121	0.012	7.32416921873418e-254	chr1-221823305-221824670	BAP1 pLOF
2.47949846250219e-258	-1.52502875466084	0.055	0.126	1.16196488498394e-252	chr11-13962232-13964959	BAP1 WT
2.90014227262294e-258	2.99698599194682	0.135	0.015	1.35909077307701e-252	chr1-166169987-166170418	BAP1 pLOF
4.09094306294714e-258	2.82305488942584	0.101	0.013	1.91713455664586e-252	chr16-2043347-2043586	BAP1 pLOF
5.61800681396956e-258	3.01070460414515	0.108	0.012	2.63276091522374e-252	chr3-191773760-191774849	BAP1 pLOF
7.86224212645304e-258	2.11579837983165	0.178	0.037	3.68447466547756e-252	chr1-154808163-154809368	BAP1 pLOF
1.68229893856711e-257	-0.792360049993772	0.299	0.405	7.88374069281768e-252	chr14-59187739-59190554	BAP1 WT
5.7103462182923e-257	2.24072132750667	0.147	0.028	2.6760338379321e-251	chr13-113122291-113124003	BAP1 pLOF
7.42114323726595e-257	1.91112855748625	0.215	0.052	3.4777629341367e-251	chr12-2397119-2398032	BAP1 pLOF
7.61945383730789e-257	1.59762198077321	0.206	0.059	3.57069703232376e-251	chr13-113969915-113971496	BAP1 pLOF
7.98421021519954e-257	-0.697611287837478	0.364	0.46	3.74163244893875e-251	chr14-32075711-32078325	BAP1 WT
1.71274934592834e-256	-0.743530582166451	0.516	0.623	8.02644013233052e-251	chr7-36152244-36154009	BAP1 WT
6.2408602929541e-256	1.82064903984053	0.202	0.05	2.92464811822678e-250	chr20-50438985-50439812	BAP1 pLOF
1.17553226764818e-255	2.20381192744777	0.159	0.032	5.50888511055701e-250	chr11-64544872-64547151	BAP1 pLOF
5.95355241122951e-254	2.48111615616983	0.124	0.02	2.79000731292207e-248	chr1-12001393-12002529	BAP1 pLOF
6.53799257509879e-254	-1.51498538001321	0.052	0.122	3.06389292247597e-248	chr17-50943518-50945099	BAP1 WT
1.43803238855208e-253	2.20161155874092	0.128	0.025	6.73903680214774e-248	chr7-150307173-150308292	BAP1 pLOF
2.13164142231443e-253	2.26426822401297	0.167	0.03	9.9894898809779e-248	chr10-88243167-88244611	BAP1 pLOF
2.63063212561824e-253	2.01841738884742	0.198	0.044	1.23279050239635e-247	chr5-150503842-150504572	BAP1 pLOF
6.25739550143323e-253	-2.07087931143248	0.035	0.123	2.93239699644115e-247	chr10-4824773-4827069	BAP1 WT
9.16782767029605e-253	2.15064874703374	0.155	0.031	4.29630991330317e-247	chr18-22087764-22089247	BAP1 pLOF
1.94110595386659e-252	2.42388024952957	0.148	0.024	9.09658542054547e-247	chr5-157547859-157549176	BAP1 pLOF
4.02047613897987e-252	1.51555691282803	0.288	0.086	1.884111712534e-246	chr1-205949863-205952414	BAP1 pLOF
5.92423186780037e-251	-1.05591923803158	0.168	0.282	2.77626685597542e-245	chr19-50333148-50334219	BAP1 WT
1.37543670278942e-250	-1.03593899239625	0.102	0.165	6.44569526591505e-245	chr10-5372928-5374972	BAP1 WT
1.47671049610095e-250	3.01203650853616	0.132	0.014	6.9202936307729e-245	chr8-29503502-29504271	BAP1 pLOF
4.55753202544668e-250	3.33082834031571	0.105	0.009	2.13579167555305e-244	chr8-21686866-21687341	BAP1 pLOF
2.54074169450454e-249	1.88979216189619	0.135	0.035	1.19066523955397e-243	chr17-3556703-3559224	BAP1 pLOF
2.96396184334204e-249	1.88773368931675	0.231	0.056	1.38899847468354e-243	chr8-65947613-65949354	BAP1 pLOF
6.46865894917473e-249	-0.598965500844727	0.432	0.508	3.0314011746928e-243	chr8-123273040-123275666	BAP1 WT
1.00956800367695e-248	-1.43069940174103	0.077	0.171	4.73112843995126e-243	chr9-121644721-121646839	BAP1 WT
1.43415456781123e-248	1.71494770380208	0.191	0.053	6.72086420958807e-243	chr20-54024637-54027050	BAP1 pLOF
1.2247366763474e-247	-0.818046190163643	0.277	0.383	5.73947123900008e-242	chr14-89954223-89956874	BAP1 WT
1.6667208648795e-247	2.88097435910207	0.104	0.013	7.81073732187616e-242	chr5-150021487-150023054	BAP1 pLOF
1.94748347057214e-247	2.43582362983261	0.147	0.024	9.12647231330752e-242	chr1-201674823-201675586	BAP1 pLOF
2.14967615190316e-247	3.27915508206605	0.105	0.01	1.00740058539023e-241	chr11-17561302-17561918	BAP1 pLOF
2.22713211271249e-247	-1.91912535892662	0.047	0.14	1.04369869484834e-241	chr18-13470364-13473069	BAP1 WT
2.32221828590143e-247	2.27664662893187	0.14	0.025	1.0882588331037e-241	chr1-217244543-217245661	BAP1 pLOF
2.73123193354067e-247	1.65168272765243	0.187	0.053	1.27993448978323e-241	chr18-76130356-76132121	BAP1 pLOF
2.74370877318159e-247	2.67926476363764	0.128	0.018	1.28578149866731e-241	chr8-33741243-33741801	BAP1 pLOF
4.73223513836274e-247	3.00989869016319	0.101	0.011	2.21766262065579e-241	chr1-106879158-106880729	BAP1 pLOF
9.06904030937848e-247	1.95704373261636	0.188	0.043	4.25001529114373e-241	chr4-38313797-38314987	BAP1 pLOF
9.85849762682251e-247	1.67374131240481	0.19	0.054	4.61997788436021e-241	chr6-215315-216331	BAP1 pLOF
1.72201726965674e-246	1.55658003725365	0.222	0.066	8.06987231061969e-241	chr1-227947446-227948546	BAP1 pLOF
1.82003465032387e-246	-0.861707824855461	0.292	0.409	8.52921018146624e-241	chr14-77096868-77099798	BAP1 WT
2.80083548929405e-246	-0.923123725899317	0.215	0.316	1.31255273451238e-240	chr14-81435235-81436904	BAP1 WT
