motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	motif.name	p.adjust
MA1624.1	1072	2299	28.1217208814271	22.99	1.22321534934437	1.33275288250579e-21	Stat5a	5.52352027971846e-20
MA0518.1	1328	2933	34.8373557187828	29.33	1.18777210087906	2.23559803435756e-21	Stat4	8.77766386121441e-20
MA0137.3	1108	2390	29.0661070304302	23.9	1.21615510587574	2.37201271672162e-21	STAT1	8.84760743337164e-20
MA0080.5	2252	5327	59.0766002098636	53.27	1.10900319522928	3.40602259865104e-20	SPI1	1.2099489802827e-18
MA1625.1	1120	2443	29.3809024134313	24.43	1.2026566685809	1.6459337256623e-19	Stat5b	5.58121163338216e-18
MA0836.2	624	1256	16.3693599160546	12.56	1.30329298694702	3.22291293042768e-19	CEBPD	1.04534480265176e-17
MA0731.1	760	1579	19.9370409233998	15.79	1.2626371705763	6.39452677641575e-19	BCL6B	1.98763207300256e-17
MA0081.2	2092	4943	54.8793284365163	49.43	1.11024334283869	6.76504430482563e-18	SPIB	2.01868922055997e-16
MA0628.1	308	554	8.0797481636936	5.54	1.4584382966956	7.59736168535492e-18	POU6F1	2.17985839125953e-16
MA0647.1	376	709	9.86358866736621	7.09	1.39119727325334	4.58672316299738e-17	GRHL1	1.26729462207261e-15
MA1105.2	744	1563	19.5173137460651	15.63	1.24870849303039	5.58727652204272e-17	GRHL2	1.48861010194424e-15
MA0144.2	1432	3259	37.5655823714585	32.59	1.152672058038	6.30367009602169e-17	STAT3	1.62156479021799e-15
MA1629.1	1816	4242	47.6390346274921	42.42	1.12303240517426	7.4772332194493e-17	Zic2	1.85933866056973e-15
MA0837.1	288	518	7.55508919202518	5.18	1.45851142703189	9.66275582176021e-17	CEBPE	2.32529543323649e-15
MA0466.2	296	537	7.76495278069255	5.37	1.44598748243809	1.71091977702602e-16	CEBPB	3.98858173019191e-15
MA0661.1	356	670	9.3389296956978	6.7	1.39387010383549	2.36325546739079e-16	MEOX1	5.34238963234402e-15
MA0009.2	288	527	7.55508919202518	5.27	1.43360326224387	2.04480207860903e-15	TBXT	4.48653632541864e-14
MA1622.1	1228	2776	32.2140608604407	27.76	1.16044887825795	4.80894841418652e-15	Smad2::Smad3	1.02499300485233e-13
MA0816.1	1312	2989	34.4176285414481	29.89	1.1514763647189	6.49212991716211e-15	Ascl2	1.3453135883897e-13
MA0105.4	1056	2353	27.7019937040923	23.53	1.17730529979143	1.02908401409713e-14	NFKB1	2.0748558770715e-13
MA0062.3	1772	4167	46.4847848898216	41.67	1.11554559370822	1.14345006003829e-14	GABPA	2.24477301260149e-13
MA0145.3	284	526	7.4501573976915	5.26	1.41637973340143	2.47300644434135e-14	TFCP2	4.73041745507346e-13
MA1505.1	248	448	6.50577124868835	4.48	1.45218108229651	2.96206404553227e-14	HOXC8	5.52424944491768e-13
MA0683.1	644	1360	16.894018887723	13.6	1.2422072711561	5.12543614839973e-14	POU4F2	9.32579357733219e-13
MA0489.1	1156	2615	30.3252885624344	26.15	1.15966686663229	7.1107187883477e-14	JUN(var.2)	1.23530865892304e-12
MA1570.1	272	503	7.13536201469045	5.03	1.41856103671778	7.12041184097732e-14	TFAP4(var.2)	1.23530865892304e-12
MA0655.1	784	1699	20.5666316894019	16.99	1.21051393110076	7.61142761215509e-14	JDP2	1.29048295424266e-12
MA0780.1	212	374	5.5613850996852	3.74	1.48700136355219	9.80808401514208e-14	PAX3	1.625962372288e-12
MA0607.1	316	602	8.28961175236097	6.02	1.37701191899684	1.10557457630373e-13	Bhlha15	1.79295355200561e-12
MA0462.2	1156	2619	30.3252885624344	26.19	1.15789570685126	1.23999406533721e-13	BATF::JUN	1.96816079306715e-12
MA1500.1	316	603	8.28961175236097	6.03	1.37472831714112	1.46475545644233e-13	HOXB6	2.27647410522078e-12
MA0787.1	672	1437	17.6285414480588	14.37	1.22676001726227	3.14726897740744e-13	POU3F2	4.79155644315499e-12
MA0687.1	1220	2795	32.0041972717734	27.95	1.14505178074323	9.94232818712897e-13	SPIC	1.48339536551964e-11
MA1502.1	296	566	7.76495278069255	5.66	1.37189978457466	1.27832397975326e-12	HOXB8	1.86986213509006e-11
MA1508.1	1820	4334	47.7439664218258	43.34	1.10161436137115	1.85611899438927e-12	IKZF1	2.62108643260743e-11
MA0835.2	1116	2539	29.2759706190976	25.39	1.15305122564386	1.8621659641849e-12	BATF3	2.62108643260743e-11
MA1634.1	1140	2600	29.9055613850997	26	1.15021389942691	2.10948112095779e-12	BATF	2.91420910413799e-11
MA0841.1	836	1848	21.9307450157398	18.48	1.18672862639284	2.5968425517372e-12	NFE2	3.52226280653809e-11
MA1138.1	900	2007	23.6096537250787	20.07	1.17636540732829	3.35548503743342e-12	FOSL2::JUNB	4.46998542486666e-11
MA0681.2	740	1617	19.4123819517314	16.17	1.20051836436187	4.30996229087195e-12	PHOX2B	5.64075766489557e-11
MA1135.1	916	2049	24.0293809024134	20.49	1.1727369888928	4.82597236320145e-12	FOSB::JUNB	6.20719893611773e-11
MA1144.1	928	2079	24.3441762854145	20.79	1.17095605028449	5.08070223929942e-12	FOSL2::JUND	6.42407435680909e-11
MA0102.4	640	1377	16.7890870933893	13.77	1.21925105979588	5.83820335573021e-12	CEBPA	7.25883283895789e-11
MA0899.1	648	1397	16.9989506820567	13.97	1.21681823064114	6.61375434716066e-12	HOXA10	8.08829629997025e-11
MA1134.1	920	2065	24.1343126967471	20.65	1.16873184972141	1.13920601912107e-11	FOS::JUNB	1.37072208107148e-10
MA1640.1	560	1192	14.6904512067156	11.92	1.23242040324796	1.88019754430288e-11	MEIS2(var.2)	2.22639264769834e-10
MA0070.1	384	779	10.0734522560336	7.79	1.29312609191702	2.57534929127385e-11	PBX1	3.00189151764108e-10
MA0744.2	748	1650	19.6222455403987	16.5	1.18922700244841	3.43547035865557e-11	SCRT2	3.94286290393393e-10
MA0665.1	792	1758	20.7764952780693	17.58	1.18182566996981	3.61691661412218e-11	MSC	4.08821180929568e-10
MA0866.1	488	1027	12.8016789087093	10.27	1.24651206511289	5.85227337162066e-11	SOX21	6.5161133361627e-10
MA1592.1	720	1590	18.887722980063	15.9	1.18790710566434	1.18729515819711e-10	ZNF274	1.30253262943389e-09
MA1647.1	1216	2827	31.8992654774397	28.27	1.12837868685673	1.72647240139019e-10	PRDM4	1.86659190063345e-09
MA1563.1	472	997	12.3819517313746	9.97	1.2419209359453	2.50440220561709e-10	SOX18	2.6689772077005e-09
MA0801.1	812	1823	21.3011542497377	18.23	1.1684670460635	3.32101331081131e-10	MGA	3.4409387914795e-09
MA0803.1	812	1823	21.3011542497377	18.23	1.1684670460635	3.32101331081131e-10	TBX15	3.4409387914795e-09
MA0478.1	1116	2581	29.2759706190976	25.81	1.13428789690421	3.53550486269077e-10	FOSL2	3.6129953802292e-09
MA0820.1	932	2123	24.4491080797482	21.23	1.15163014977617	4.75225393730328e-10	FIGLA	4.79078572598412e-09
MA0490.2	844	1907	22.1406086044071	19.07	1.16101775586823	6.42349008718753e-10	JUNB	6.3892314733892e-09
MA0491.2	832	1878	21.8258132214061	18.78	1.16218387760416	7.01805020495597e-10	JUND	6.88877033275942e-09
MA1501.1	340	693	8.91920251836306	6.93	1.287042210442	8.08552393517817e-10	HOXB7	7.83350760473106e-09
MA1128.1	1060	2449	27.806925498426	24.49	1.13543999585243	9.81701863544753e-10	FOSL1::JUN	9.38909731031264e-09
MA0150.2	968	2220	25.3934942287513	22.2	1.14385109138519	1.15890794776072e-09	Nfe2l2	1.09436117598671e-08
MA1113.2	564	1227	14.7953830010493	12.27	1.20581768549709	1.28775675576741e-09	PBX2	1.20083317475311e-08
MA0743.2	688	1529	18.0482686253935	15.29	1.18039690159539	1.41311620783019e-09	SCRT1	1.30146258153249e-08
MA0796.1	612	1344	16.0545645330535	13.44	1.19453605156648	1.45640239469602e-09	TGIF1	1.32497095907711e-08
MA0764.2	1908	4631	50.0524658971668	46.31	1.08081334262939	2.20296013415183e-09	ETV4	1.98000995190032e-08
MA1101.2	756	1701	19.8321091290661	17.01	1.16590882592981	2.80914557163819e-09	BACH2	2.4947888052882e-08
MA0706.1	408	859	10.7030430220357	8.59	1.24598871036504	2.96427634594838e-09	MEOX2	2.59423869695133e-08
MA0712.2	596	1310	15.6348373557188	13.1	1.19349903478769	2.99067731820126e-09	OTX2	2.59423869695133e-08
MA0786.1	660	1466	17.3137460650577	14.66	1.18101951330544	3.04043955347478e-09	POU3F1	2.60708954815194e-08
MA0737.1	740	1663	19.4123819517314	16.63	1.16731100130676	3.38026445488333e-09	GLIS3	2.86554236743518e-08
MA1109.1	1028	2380	26.9674711437566	23.8	1.13308702284691	3.61793540712051e-09	NEUROD1	3.03256158844034e-08
MA1547.1	528	1147	13.8509968520462	11.47	1.20758472990812	3.74532698830216e-09	PITX2	3.10205760788446e-08
MA0056.2	940	2160	24.6589716684155	21.6	1.14161905872294	3.78401129111911e-09	MZF1	3.10205760788446e-08
MA0756.1	344	710	9.02413431269675	7.1	1.27100483277419	3.92239868588537e-09	ONECUT2	3.18055371703314e-08
MA0893.2	316	645	8.28961175236097	6.45	1.28521112439705	4.09340849828661e-09	GSX2	3.28352982765786e-08
MA0761.2	1636	3932	42.9171038824764	39.32	1.09148280474253	4.47178997030662e-09	ETV1	3.54888863600929e-08
MA0633.1	364	759	9.54879328436516	7.59	1.25807553153691	5.94061149390722e-09	Twist2	4.6278863001731e-08
MA0675.1	304	619	7.97481636935992	6.19	1.28833867033278	6.01749291041275e-09	NKX6-2	4.6278863001731e-08
MA1519.1	304	619	7.97481636935992	6.19	1.28833867033278	6.01749291041275e-09	LHX5	4.6278863001731e-08
MA1141.1	1096	2556	28.7513116474292	25.56	1.12485569825623	6.2146086674942e-09	FOS::JUND	4.73071231219457e-08
MA1132.1	824	1876	21.6159496327387	18.76	1.15223612114812	6.72172519159728e-09	JUN::JUNB	5.06505756861775e-08
MA0680.1	184	347	4.82686253934942	3.47	1.39102666840041	6.97918625812949e-09	PAX7	5.2064729485646e-08
MA0788.1	644	1433	16.894018887723	14.33	1.17892664952707	7.11794866515393e-09	POU3F3	5.25741554871766e-08
MA1491.1	1212	2851	31.794333683106	28.51	1.11519935752739	7.3048088877671e-09	GLI3	5.34253669634731e-08
MA0838.1	324	667	8.49947534102833	6.67	1.27428415907471	8.20928973801126e-09	CEBPG	5.94465841571401e-08
MA0869.1	596	1317	15.6348373557188	13.17	1.18715545601509	8.28745945354232e-09	Sox11	5.94465841571401e-08
MA0477.2	1000	2322	26.2329485834208	23.22	1.12975661427307	1.43336956919963e-08	FOSL1	1.01837495106945e-07
MA1108.2	700	1576	18.3630640083945	15.76	1.16516903606564	1.51154943965894e-08	MXI1	1.06378856791092e-07
MA0903.1	432	927	11.3326337880378	9.27	1.22250634175165	1.9835003134713e-08	HOXB3	1.38288900359775e-07
MA0155.1	1584	3815	41.5529905561385	38.15	1.08920027670088	2.278863275142e-08	INSM1	1.57410370671845e-07
MA0099.3	1004	2337	26.3378803777545	23.37	1.1269953092749	2.45706010385971e-08	FOS::JUN	1.68162095181591e-07
MA1604.1	1436	3436	37.6705141657922	34.36	1.09634790936532	2.71861689575787e-08	Ebf2	1.84371654930488e-07
MA0029.1	580	1287	15.215110178384	12.87	1.18221524307568	2.93896295282893e-08	Mecom	1.9751949214508e-07
MA0739.1	700	1583	18.3630640083945	15.83	1.16001667772549	3.6879565708645e-08	Hic1	2.4564425016651e-07
MA1142.1	928	2151	24.3441762854145	21.51	1.13176086868501	4.13115576282239e-08	FOSL1::JUND	2.72729398147389e-07
MA0468.1	496	1086	13.0115424973767	10.86	1.19811625206047	4.46483663059713e-08	DUX4	2.921726426689e-07
MA0804.1	256	518	6.71563483735572	5.18	1.29645460180612	5.08860774685316e-08	TBX19	3.30095772100213e-07
MA0501.1	884	2043	23.189926547744	20.43	1.13509185255722	5.2275154227456e-08	MAF::NFE2	3.36183319428295e-07
MA0640.2	1760	4282	46.1699895068206	42.82	1.07823422482066	6.17941665008047e-08	ELF3	3.92055558689925e-07
MA0832.1	628	1410	16.4742917103882	14.1	1.16838948300626	6.23972770371058e-08	Tcf21	3.92055558689925e-07
MA0002.2	1180	2791	30.9548793284365	27.91	1.10909635716362	6.25396936784197e-08	RUNX1	3.92055558689925e-07
MA0623.2	200	391	5.24658971668415	3.91	1.34183880222101	6.33892716712123e-08	NEUROG1	3.94069972222703e-07
MA0785.1	600	1342	15.7397691500525	13.42	1.17285910209035	6.77055210645876e-08	POU2F1	4.17424121604813e-07
MA0591.1	1056	2478	27.7019937040923	24.78	1.11791742147265	6.97809885787383e-08	Bach1::Mafk	4.26693585899498e-07
MA1130.1	996	2328	26.1280167890871	23.28	1.12233749094017	7.98762778510548e-08	FOSL2::JUN	4.84452872169812e-07
MA0890.1	356	757	9.3389296956978	7.57	1.23367631383062	1.26256829730908e-07	GBX2	7.5957737886498e-07
MA0463.2	628	1416	16.4742917103882	14.16	1.16343868011216	1.34544598448273e-07	BCL6	8.02962163539296e-07
MA0154.4	1608	3897	42.1825813221406	38.97	1.08243729335747	1.36343038035461e-07	EBF1	8.07237352178205e-07
MA1642.1	976	2284	25.6033578174187	22.84	1.120987645246	1.539732705315e-07	NEUROG2(var.2)	9.04441415877945e-07
MA1578.1	1028	2416	26.9674711437566	24.16	1.11620327581774	1.68073584313789e-07	VEZF1	9.76394971033643e-07
MA0648.1	388	835	10.1783840503673	8.35	1.21896814974458	1.69790674955383e-07	GSC	9.76394971033643e-07
MA0476.1	1060	2497	27.806925498426	24.97	1.1136133559642	1.70149257686828e-07	FOS	9.76394971033643e-07
MA0725.1	188	369	4.93179433368311	3.69	1.33652962972442	2.27781488300483e-07	VSX1	1.28731053236485e-06
MA0726.1	188	369	4.93179433368311	3.69	1.33652962972442	2.27781488300483e-07	VSX2	1.28731053236485e-06
MA0700.2	384	828	10.0734522560336	8.28	1.21660051401372	2.56331108176863e-07	LHX2	1.43776696766872e-06
MA0674.1	472	1040	12.3819517313746	10.4	1.19057228186294	2.59393037653334e-07	NKX6-1	1.44408362753274e-06
MA0606.1	964	2261	25.2885624344176	22.61	1.11846804221219	3.19921817283095e-07	NFAT5	1.76786426439399e-06
MA0719.1	480	1061	12.591815320042	10.61	1.18678749482017	3.25158513370164e-07	RHOXF1	1.78359008069222e-06
MA0650.2	520	1159	13.6411332633788	11.59	1.1769743971854	3.56343886294856e-07	HOXA13	1.94038349763476e-06
MA1527.1	1104	2617	28.9611752360965	26.17	1.10665553061125	3.86389921538308e-07	NFIC(var.2)	2.088745517881e-06
MA0627.2	716	1643	18.7827911857293	16.43	1.14320092426837	4.20088818458303e-07	POU2F3	2.25457739978341e-06
MA0521.1	1548	3756	40.6086044071354	37.56	1.08116625152118	4.52149391660939e-07	Tcf12	2.40931032985043e-06
MA0258.2	1112	2642	29.1710388247639	26.42	1.10412713189871	5.97737664171536e-07	ESR2	3.16249856363096e-06
MA0658.1	240	493	6.29590766002099	4.93	1.2770603772862	6.32158412564e-07	LHX6	3.32105757586439e-06
MA0618.1	356	767	9.3389296956978	7.67	1.21759187688368	6.62352970636037e-07	LBX1	3.45535186080058e-06
MA0523.1	812	1887	21.3011542497377	18.87	1.12883700316575	6.9993489993767e-07	TCF7L2	3.62605163439932e-06
MA0117.2	636	1450	16.6841552990556	14.5	1.15063139993487	7.62522729133953e-07	Mafb	3.92304797195813e-06
MA1137.1	932	2190	24.4491080797482	21.9	1.11639762921225	8.28754194839734e-07	FOSL1::JUNB	4.23459335171535e-06
MA1115.1	732	1690	19.202518363064	16.9	1.13624369012213	9.33011516898226e-07	POU5F1	4.73487477283045e-06
MA1636.1	612	1393	16.0545645330535	13.93	1.15251719548123	9.95982995978029e-07	CEBPG(var.2)	5.02029266891628e-06
MA1587.1	2140	5311	56.1385099685205	53.11	1.05702334717606	1.03808077653406e-06	ZNF135	5.19737086774769e-06
MA1639.1	468	1041	12.2770199370409	10.41	1.17934869712209	1.14279759458433e-06	MEIS1(var.2)	5.68351337039941e-06
MA0668.1	184	367	4.82686253934942	3.67	1.31522140036769	1.23333325542985e-06	NEUROD2	6.09315634801768e-06
MA1635.1	1344	3244	35.2570828961175	32.44	1.08683979334518	1.36854775238092e-06	BHLHE22(var.2)	6.71668831102739e-06
MA0722.1	264	555	6.92549842602309	5.55	1.24783755423839	1.92766392913406e-06	VAX1	9.29849991582197e-06
MA0723.1	264	555	6.92549842602309	5.55	1.24783755423839	1.92766392913406e-06	VAX2	9.29849991582197e-06
MA0112.3	820	1917	21.511017838405	19.17	1.12211882307799	1.93199395033834e-06	ESR1	9.29849991582197e-06
MA1124.1	888	2088	23.2948583420776	20.88	1.11565413515698	1.94903527220157e-06	ZNF24	9.32038662219467e-06
MA0495.3	756	1757	19.8321091290661	17.57	1.12874838526273	1.98057588685097e-06	MAFF	9.4108892458014e-06
MA0914.1	428	948	11.2277019937041	9.48	1.18435675039073	2.02401500093165e-06	ISL2	9.55642525756338e-06
MA0913.2	484	1086	12.6967471143757	10.86	1.16912956854288	2.49242087043498e-06	HOXD9	1.16939998071981e-05
MA0797.1	588	1342	15.4249737670514	13.42	1.14940192004854	2.60301875536508e-06	TGIF2	1.21365749468897e-05
MA0611.1	484	1087	12.6967471143757	10.87	1.16805401236207	2.82924263194532e-06	Dux	1.31094099592001e-05
MA0792.1	552	1254	14.4805876180483	12.54	1.15475180367211	2.85610018417986e-06	POU5F1B	1.31232915556397e-05
MA0066.1	680	1571	17.8384050367261	15.71	1.13548090622063	2.86742161336363e-06	PPARG	1.31232915556397e-05
MA0073.1	2244	5599	58.8667366211962	55.99	1.05137947171274	2.91314562545352e-06	RREB1	1.32512599791971e-05
MA1568.1	224	465	5.87618048268625	4.65	1.26369472745941	3.92381485125339e-06	TCF21(var.2)	1.7740399266879e-05
MA1487.1	892	2108	23.3997901364113	21.08	1.11004697041799	4.94544903585425e-06	FOXE1	2.22247287996824e-05
MA0139.1	1644	4036	43.1269674711438	40.36	1.06855717222854	5.3982809669661e-06	CTCF	2.41144766548306e-05
MA0817.1	196	402	5.14165792235047	4.02	1.27901938366927	6.04881679847198e-06	BHLHE23	2.68596269741673e-05
MA0907.1	352	772	9.23399790136411	7.72	1.19611371779328	6.09141752794085e-06	HOXC13	2.68887424606147e-05
MA0818.1	184	375	4.82686253934942	3.75	1.28716334382651	7.11584399437979e-06	BHLHE22	3.12259977635725e-05
MA1632.1	716	1670	18.7827911857293	16.7	1.12471803507361	7.37594779955848e-06	ATF2	3.21781114530446e-05
MA0077.1	428	958	11.2277019937041	9.58	1.17199394506306	7.62180367013029e-06	SOX9	3.30573577785883e-05
MA0745.2	1160	2794	30.4302203567681	27.94	1.08912742866028	7.7939126584692e-06	SNAI2	3.36084326197573e-05
MA0891.1	380	842	9.9685204616999	8.42	1.18390979355106	8.4041802699118e-06	GSC2	3.60076121055761e-05
MA0499.2	1260	3051	33.0535152151102	30.51	1.08336660816487	8.44682589608017e-06	MYOD1	3.60076121055761e-05
MA0689.1	616	1423	16.1594963273872	14.23	1.13559355779249	9.34908788308768e-06	TBX20	3.96273838680875e-05
MA1581.1	1528	3744	40.0839454354669	37.44	1.07061820073363	1.02114481373201e-05	ZBTB6	4.30380808499479e-05
MA0461.2	200	414	5.24658971668415	4.14	1.26729220209762	1.03234632537025e-05	Atoh1	4.32657504902364e-05
MA0752.1	360	796	9.44386149003148	7.96	1.18641476005421	1.17566395626182e-05	ZNF410	4.89969447693472e-05
MA0715.1	424	953	11.1227701993704	9.53	1.16713223498116	1.39199989531597e-05	PROP1	5.7690662328095e-05
MA0734.2	1208	2926	31.6894018887723	29.26	1.08302808915832	1.60826994691457e-05	GLI2	6.62856011269763e-05
MA0896.1	380	847	9.9685204616999	8.47	1.17692095179456	1.63721523724902e-05	Hmx1	6.71078333509761e-05
MA0875.1	312	683	8.18467995802728	6.83	1.19834260000399	1.76313573083673e-05	BARX1	7.18742762406667e-05
MA0068.2	188	389	4.93179433368311	3.89	1.26781345338897	1.8391962955541e-05	PAX4	7.33711463360084e-05
MA0705.1	188	389	4.93179433368311	3.89	1.26781345338897	1.8391962955541e-05	Lhx8	7.33711463360084e-05
MA0701.2	188	389	4.93179433368311	3.89	1.26781345338897	1.8391962955541e-05	LHX9	7.33711463360084e-05
MA0075.3	188	389	4.93179433368311	3.89	1.26781345338897	1.8391962955541e-05	PRRX2	7.33711463360084e-05
MA0109.1	328	722	8.60440713536202	7.22	1.19174614063186	1.8762346890507e-05	HLTF	7.44505892570118e-05
MA1100.2	1152	2785	30.2203567681007	27.85	1.08511155361223	1.92957390461887e-05	ASCL1	7.61620176108823e-05
MA0858.1	692	1620	18.1532004197272	16.2	1.12056792714365	1.96513116336221e-05	Rarb(var.2)	7.71572551509584e-05
MA1637.1	1444	3537	37.8803777544596	35.37	1.07097477394571	2.13368017724963e-05	EBF3	8.33364090171846e-05
MA0492.1	660	1541	17.3137460650577	15.41	1.12353965379998	2.17388552596462e-05	JUND(var.2)	8.44645105400836e-05
MA1145.1	472	1075	12.3819517313746	10.75	1.15180946338368	2.31145622220584e-05	FOSL2::JUND(var.2)	8.9344370039666e-05
MA0602.1	416	939	10.912906610703	9.39	1.16218387760416	2.75813890745138e-05	Arid5a	0.00010606039303911
MA0776.1	148	299	3.88247639034627	2.99	1.29848708707233	3.15146290392324e-05	MYBL1	0.000120563657760345
MA0625.1	840	1999	22.0356768100735	19.99	1.10233500800768	3.55363483751779e-05	NFATC3	0.000135255693305524
MA1565.1	1156	2806	30.3252885624344	28.06	1.08073016972325	4.35575858166453e-05	TBX18	0.000164943954412271
MA1127.1	440	1002	11.5424973767051	10.02	1.15194584597856	4.45967795193038e-05	FOSB::JUN	0.000168026250108084
MA0669.1	268	584	7.03043022035677	5.84	1.20384079115698	4.72867029382483e-05	NEUROG2	0.00017726573061273
MA1597.1	1228	2992	32.2140608604407	29.92	1.07667315710029	4.80127144198941e-05	ZNF528	0.000179087424786205
MA0473.3	1704	4224	44.700944386149	42.24	1.05826099399027	5.08267375841533e-05	ELF1	0.000188640528546161
MA1126.1	448	1023	11.7523609653725	10.23	1.14881338859946	5.16741275122175e-05	FOS::JUN(var.2)	0.000190836134277793
MA0041.1	1240	3024	32.5288562434418	30.24	1.07568969059001	5.2234484985079e-05	Foxd3	0.000191955299501817
MA0830.2	1576	3893	41.3431269674711	38.93	1.06198630792374	5.69724518126007e-05	TCF4	0.000208340436530393
MA0885.1	244	528	6.40083945435467	5.28	1.21228019968838	5.89466692643414e-05	Dlx2	0.000214508367176579
MA1497.1	328	731	8.60440713536202	7.31	1.17707347952969	6.34987980811358e-05	HOXA6	0.000229951958099647
MA1577.1	276	606	7.24029380902413	6.06	1.19476795528451	7.07540190397565e-05	TLX2	0.000254987914027335
MA1473.1	480	1105	12.591815320042	11.05	1.13953079819384	7.14612391058541e-05	CDX4	0.000256298482562342
MA0595.1	820	1957	21.511017838405	19.57	1.09918333359249	7.27101320650805e-05	SREBF1	0.000259529945074402
MA0713.1	384	869	10.0734522560336	8.69	1.15920048976221	7.51737541100234e-05	PHOX2A	0.000267045812219416
MA0598.3	1564	3869	41.0283315844701	38.69	1.06043762172319	9.09908756412479e-05	EHF	0.000321702337575218
MA0707.1	476	1099	12.4868835257083	10.99	1.13620414246663	0.000107524098989054	MNX1	0.000378363103046388
MA0846.1	1016	2461	26.6526757607555	24.61	1.08300185943744	0.000113401969103172	FOXC2	0.000397173093666508
MA0709.1	332	747	8.7093389296957	7.47	1.16590882592981	0.00014007346427631	Msx3	0.000488293478271623
MA1549.1	428	983	11.2277019937041	9.83	1.14218738491395	0.000143565241463896	POU6F1(var.2)	0.000498138000614263
MA0018.4	700	1663	18.3630640083945	16.63	1.10421310934423	0.000153367728575794	CREB1	0.000529686692210843
MA0789.1	504	1173	13.2214060860441	11.73	1.12714459386565	0.000168318570975126	POU3F4	0.00057795822856861
MA1641.1	804	1927	21.0912906610703	19.27	1.09451430519306	0.000168893959554902	MYF5	0.00057795822856861
MA0511.2	416	955	10.912906610703	9.55	1.14271273410503	0.000170951762214588	RUNX2	0.000582328833845127
MA1656.1	1344	3310	35.2570828961175	33.1	1.06516866755642	0.000178698770759832	ZNF449	0.000605951286303795
MA0884.1	404	926	10.598111227702	9.26	1.14450445223564	0.000182558087829519	DUXA	0.000616236803261634
MA0032.2	768	1838	20.1469045120672	18.38	1.09613191034098	0.000200123511558988	FOXC1	0.000672487115418942
MA0714.1	452	1046	11.8572927597062	10.46	1.13358439385336	0.000208939152646767	PITX3	0.000698962367150173
MA0467.1	568	1336	14.900314795383	13.36	1.11529302360651	0.000228014017916829	Crx	0.000759368113240867
MA1535.1	744	1779	19.5173137460651	17.79	1.09709464564728	0.000229154791028787	NR2C1	0.000759775440477667
MA1152.1	908	2196	23.8195173137461	21.96	1.08467747330355	0.00024209655078243	SOX15	0.000799132862317224
MA0883.1	344	781	9.02413431269675	7.81	1.15545893888563	0.000243213970730082	Dmbx1	0.000799284679139387
MA0494.1	928	2252	24.3441762854145	22.52	1.08100249935233	0.000346202833360072	Nr1h3::Rxra	0.00113275137581848
MA1523.1	816	1967	21.4060860440714	19.67	1.08826060213886	0.000349398707579084	MSANTD3	0.00113663537849333
MA0800.1	584	1381	15.3200419727177	13.81	1.10934409650382	0.000350437181036818	EOMES	0.00113663537849333
MA0862.1	120	246	3.14795383001049	2.46	1.27965602845955	0.000363870000541775	GMEB2	0.00117509532642495
MA0465.2	608	1442	15.9496327387198	14.42	1.10607716634673	0.000372118080136703	CDX2	0.00119655210250854
MA0480.1	956	2326	25.0786988457503	23.26	1.07818997617155	0.000411986664187363	Foxo1	0.0013190645986428
MA0898.1	460	1073	12.0671563483736	10.73	1.12461848540294	0.000420418600135411	Hmx3	0.00134030887051716
