p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	group
4.62285968880368e-291	3.34087549839574	0.154	0.013	2.16640611310438e-285	chr22-47129861-47130472	BAP1 pLOF
3.04695749812282e-290	2.54844735037192	0.189	0.028	1.4278926453878e-284	chr16-50591260-50592766	BAP1 pLOF
1.16322471035943e-288	-1.82350291485664	0.065	0.185	5.45120832791031e-283	chr2-219551205-219553071	BAP1 WT
1.40606294109963e-285	-2.17962350171612	0.039	0.148	6.58921870024578e-280	chr2-176187407-176190137	BAP1 WT
2.70330104661028e-277	2.24656565751013	0.214	0.04	1.26684526617193e-271	chr6-215315-216331	BAP1 pLOF
1.50881044416497e-275	-2.161772502807	0.047	0.159	7.07072329638588e-270	chr16-89246814-89248007	BAP1 WT
1.47256666212962e-270	2.42620832136793	0.208	0.032	6.9008744230714e-265	chr18-51614840-51615755	BAP1 pLOF
1.28771227452713e-268	3.80603095131945	0.128	0.008	6.03459315499375e-263	chr2-197965827-197967208	BAP1 pLOF
3.3787493897776e-264	1.93959259096372	0.195	0.049	1.58337994778209e-258	chr8-11456225-11458463	BAP1 pLOF
6.05115509940931e-264	1.79897332518808	0.299	0.074	2.83574676308109e-258	chr1-205961126-205963210	BAP1 pLOF
3.68029268743143e-263	2.41851424556721	0.203	0.034	1.72469188181831e-257	chr1-243312420-243314503	BAP1 pLOF
1.03564783139105e-260	1.98030485661671	0.235	0.048	4.85334607576958e-255	chr9-37027187-37028023	BAP1 pLOF
8.31246337525268e-258	3.56554787537956	0.129	0.01	3.89546139908129e-252	chr8-21686866-21687341	BAP1 pLOF
1.50330304933894e-257	3.17282701588908	0.145	0.014	7.0449140470866e-252	chr22-46422712-46423232	BAP1 pLOF
1.18314789845493e-255	-1.89624680180251	0.052	0.172	5.54457416505037e-250	chr19-12051732-12053312	BAP1 WT
3.44213315085313e-255	2.67734031608996	0.175	0.024	1.61308341635115e-249	chr8-10598441-10599020	BAP1 pLOF
3.32664135408661e-254	-2.22200794595091	0.033	0.129	1.55896061112426e-248	chr18-13135969-13138858	BAP1 WT
9.22812170129188e-252	3.13089208397503	0.14	0.014	4.32456544475471e-246	chr2-19776855-19777621	BAP1 pLOF
5.46923474322185e-251	-2.39194425001768	0.027	0.113	2.56304200848131e-245	chr3-195726836-195728990	BAP1 WT
3.85543782365115e-250	3.02994801484851	0.137	0.015	1.80676997185981e-244	chr18-75634711-75635580	BAP1 pLOF
7.34103484362496e-250	1.62602641177292	0.315	0.089	3.44022181773312e-244	chr5-132094157-132095875	BAP1 pLOF
4.03302690723777e-249	1.51234262746834	0.305	0.09	1.88999336651193e-243	chr5-179313982-179314879	BAP1 pLOF
6.86686911197731e-249	2.19264502609662	0.211	0.04	3.21801400507681e-243	chr2-79190553-79192429	BAP1 pLOF
7.26157875720936e-249	2.42541438462228	0.19	0.03	3.40298639141226e-243	chr21-40901220-40903792	BAP1 pLOF
8.73871518324341e-248	2.33255622703797	0.202	0.035	4.09521535760818e-242	chr8-70804924-70806042	BAP1 pLOF
3.65883385414906e-246	3.48734580301245	0.135	0.009	1.71463565023602e-240	chrX-131791677-131793717	BAP1 pLOF
7.04323106619468e-245	1.56895106453024	0.298	0.085	3.30066233131975e-239	chr17-14300454-14303069	BAP1 pLOF
1.0260123932822e-244	3.35859922755929	0.138	0.01	4.80819161851446e-239	chrX-131727861-131729922	BAP1 pLOF
5.54435350725488e-244	2.70478926903251	0.167	0.022	2.59824483975135e-238	chr7-26490483-26491159	BAP1 pLOF
1.04779827705585e-240	1.47897967168098	0.363	0.115	4.91028658778406e-235	chr1-227945984-227947271	BAP1 pLOF
1.19194362420036e-240	1.83055295141437	0.252	0.06	5.58579348665391e-235	chr22-27107002-27108270	BAP1 pLOF
4.66166155886201e-240	2.77150714465499	0.169	0.021	2.18458979466794e-234	chr8-33736665-33737348	BAP1 pLOF
4.75809592374025e-240	2.07363522051135	0.223	0.046	2.22978173464647e-234	chr1-85598656-85599483	BAP1 pLOF
1.38518908069857e-239	2.48082898667111	0.191	0.03	6.49139773698692e-234	chr6-159116845-159118133	BAP1 pLOF
1.52935234585128e-239	2.87902118289466	0.149	0.017	7.1669886048394e-234	chr21-43368944-43369495	BAP1 pLOF
3.76062497357727e-238	2.91801812550496	0.161	0.016	1.76233792074254e-232	chrX-989565-990683	BAP1 pLOF
1.14970040239423e-236	2.99865247095648	0.135	0.015	5.38782949873605e-231	chrX-131762141-131764066	BAP1 pLOF
1.41401268695341e-235	-1.59703959673371	0.067	0.168	6.6264735147429e-230	chr2-218780867-218783155	BAP1 WT
3.04076724597643e-235	-1.70540499157293	0.051	0.149	1.42499171371469e-229	chr16-50878157-50880459	BAP1 WT
1.0440422605089e-234	-1.62850202529147	0.066	0.161	4.89268480500023e-229	chr16-46394185-46394977	BAP1 WT
1.01534510186886e-233	1.91275395781752	0.24	0.054	4.75820159743701e-228	chr6-14742811-14744344	BAP1 pLOF
1.50677531515198e-233	2.88131801581377	0.148	0.018	7.06118609164357e-228	chr20-48584549-48585429	BAP1 pLOF
5.56768231953989e-233	1.39648567993629	0.354	0.128	2.60917739772366e-227	chr5-169090975-169092090	BAP1 pLOF
3.08219679857662e-232	3.44511656779076	0.125	0.01	1.44440680352016e-226	chr11-17561302-17561918	BAP1 pLOF
1.11095886037158e-229	-2.67347974258917	0.024	0.115	5.20627539777075e-224	chr5-93582740-93583218	BAP1 WT
2.18982089247397e-229	2.64128506974481	0.147	0.021	1.02621357501918e-223	chr21-44946882-44947459	BAP1 pLOF
2.22098509934281e-229	2.66771148526284	0.119	0.017	1.04081802611992e-223	chr7-120395381-120396037	BAP1 pLOF
3.02366483480669e-229	1.55870678131988	0.328	0.104	1.41697702787062e-223	chr1-189512599-189513821	BAP1 pLOF
1.17403518507796e-228	4.00813924960349	0.104	0.006	5.501869347479e-223	chr4-126476922-126477826	BAP1 pLOF
2.30274863007591e-227	-1.55505659916388	0.076	0.18	1.07913478776384e-221	chr1-110962747-110964583	BAP1 WT
3.12702852950654e-227	1.66552695804768	0.284	0.074	1.46541625275412e-221	chr5-133240300-133241619	BAP1 pLOF
8.39651910966928e-227	1.93244790624812	0.199	0.048	3.93485235384521e-221	chr5-168916036-168917463	BAP1 pLOF
9.02467767409927e-226	1.94032195414775	0.229	0.054	4.22922567373547e-220	chr13-110061656-110063932	BAP1 pLOF
9.82860390844393e-226	2.2820054199348	0.185	0.033	4.60596882101017e-220	chr18-59516068-59517026	BAP1 pLOF
9.91672741538333e-226	1.58833480897398	0.223	0.07	4.64726605194368e-220	chr5-119438257-119439945	BAP1 pLOF
2.42357613781154e-225	2.33247732124562	0.2	0.035	1.13575806188649e-219	chr1-154808163-154809368	BAP1 pLOF
3.23935558383509e-225	1.97889806405836	0.198	0.044	1.51805596789706e-219	chr2-232890656-232891923	BAP1 pLOF
6.01320868025897e-225	-1.85114693907426	0.049	0.142	2.81796397062108e-219	chr12-53049662-53050163	BAP1 WT
1.59675137730486e-224	1.24690969185659	0.395	0.139	7.48284001194998e-219	chr1-180166925-180168461	BAP1 pLOF
1.94329086227639e-224	1.94758046563175	0.237	0.054	9.1068245349772e-219	chr2-131511307-131513082	BAP1 pLOF
4.40991071968745e-224	-1.7469830325766	0.047	0.125	2.06661205065641e-218	chr9-133238069-133239847	BAP1 WT
2.23459267128805e-223	-1.57381692949429	0.063	0.147	1.04719492895305e-217	chr11-13962232-13964959	BAP1 WT
3.41971761072677e-223	2.21287714898808	0.193	0.038	1.60257884419727e-217	chr5-136040797-136041486	BAP1 pLOF
4.68355836650291e-223	2.47911813320283	0.168	0.026	2.19485127373589e-217	chr15-43273626-43274579	BAP1 pLOF
2.20238391428184e-222	1.8283070059708	0.256	0.063	1.03210097136598e-216	chr6-122778332-122780426	BAP1 pLOF
3.7252869649101e-222	1.82345159864513	0.248	0.061	1.74577750507886e-216	chr6-164108050-164109975	BAP1 pLOF
4.06161200086976e-222	-1.62796564791727	0.055	0.155	1.9033891703556e-216	chr2-176150802-176152616	BAP1 WT
1.31933726357932e-221	2.70379528203966	0.163	0.022	6.18279702493915e-216	chr8-29503502-29504271	BAP1 pLOF
2.28232841300071e-221	2.16699632712676	0.189	0.036	1.06956528185611e-215	chr6-29827336-29829122	BAP1 pLOF
2.37617383859238e-221	1.60070609956624	0.288	0.082	1.11354396980571e-215	chr18-58690292-58692444	BAP1 pLOF
1.35128489236534e-220	1.96045626689928	0.257	0.057	6.33251287824277e-215	chr1-153617120-153617962	BAP1 pLOF
1.75198499385267e-220	1.40860611796373	0.341	0.111	8.21030975684183e-215	chr4-182142231-182145373	BAP1 pLOF
6.52399012195343e-220	2.1696309767444	0.205	0.04	3.05733096686091e-214	chr1-11989810-11991364	BAP1 pLOF
8.60708260761342e-220	-1.33247185163124	0.1	0.191	4.03352851532327e-214	chr10-89535148-89536541	BAP1 WT
1.11547663157217e-219	2.05579703267539	0.205	0.043	5.22744698377033e-214	chr8-48191692-48193330	BAP1 pLOF
3.08457420042567e-219	1.45305003412013	0.302	0.094	1.44552092297128e-213	chr3-184582085-184584865	BAP1 pLOF
5.26495209075941e-219	2.18258617396377	0.207	0.039	2.46730923334049e-213	chr13-113862215-113864863	BAP1 pLOF
9.60070552944466e-219	1.00822852275964	0.453	0.19	4.49916903155812e-213	chr5-150618219-150620063	BAP1 pLOF
3.64158236569615e-218	-1.40311957788417	0.076	0.166	1.70655110245382e-212	chr2-176121812-176123526	BAP1 WT
1.45211044016015e-217	2.93803148873267	0.12	0.014	6.80501063461809e-212	chr1-106879158-106880729	BAP1 pLOF
3.86422309821524e-217	-1.01144732426122	0.191	0.324	1.81088700629351e-211	chr7-27141752-27144024	BAP1 WT
4.56086810940719e-217	2.6582777836665	0.152	0.021	2.13735506124338e-211	chr12-128079232-128079878	BAP1 pLOF
5.41478069033599e-216	2.64676749193175	0.156	0.022	2.53752326013147e-210	chr1-221722680-221724165	BAP1 pLOF
2.12262303950302e-215	2.16051354246445	0.18	0.036	9.9472271237926e-210	chr19-50896076-50897937	BAP1 pLOF
3.35165296479726e-215	1.86763169852493	0.245	0.057	1.57068177723997e-209	chr1-227947446-227948546	BAP1 pLOF
3.59244846293421e-215	2.1287085613703	0.201	0.042	1.68352553073639e-209	chr2-8573844-8575636	BAP1 pLOF
7.73260638775765e-215	3.21466996138375	0.127	0.012	3.62372359888848e-209	chr2-128503438-128504573	BAP1 pLOF
1.46446323728904e-214	1.525499476039	0.304	0.091	6.86289942427526e-209	chr5-133285293-133286125	BAP1 pLOF
1.67300083063053e-214	3.59373687107059	0.107	0.008	7.84016706257557e-209	chr6-38318749-38320173	BAP1 pLOF
2.33189450588645e-214	2.47334205611331	0.163	0.027	1.09279339039906e-208	chr15-24434855-24436342	BAP1 pLOF
2.34738291732654e-214	2.4045339163923	0.162	0.026	1.10005170916382e-208	chr16-84810364-84811335	BAP1 pLOF
5.71250112876445e-214	3.49256243234946	0.117	0.01	2.67704369147175e-208	chr5-15576845-15577498	BAP1 pLOF
2.39760124725759e-213	-2.20736203085098	0.028	0.109	1.12358547490108e-207	chr16-4010152-4011848	BAP1 WT
4.03209572888002e-213	1.2940600690712	0.33	0.115	1.88955698932932e-207	chr2-25311017-25312598	BAP1 pLOF
4.35890275871584e-212	2.20552667985266	0.2	0.038	2.04270824091425e-206	chr15-27668290-27670186	BAP1 pLOF
5.9200980304591e-212	2.61346031982534	0.163	0.024	2.77432961991602e-206	chr1-166169987-166170418	BAP1 pLOF
6.19941283874806e-212	1.89712237076504	0.202	0.048	2.90522463920967e-206	chr18-76130356-76132121	BAP1 pLOF
1.99147265406415e-210	-1.63612523824701	0.056	0.136	9.3326183840143e-205	chr17-50943518-50945099	BAP1 WT
4.34140156411187e-210	2.51446980512689	0.147	0.023	2.03450667358818e-204	chr21-24656765-24658458	BAP1 pLOF
1.346177768445e-209	2.48419204607497	0.156	0.025	6.30857941448611e-204	chr20-38180779-38181912	BAP1 pLOF
1.61467813260136e-209	2.06862088922848	0.196	0.04	7.56684998602845e-204	chr22-43829985-43830848	BAP1 pLOF
5.6572529878465e-209	2.29046048611304	0.179	0.032	2.65115281044152e-203	chr1-226814663-226815738	BAP1 pLOF
9.97630960369902e-209	1.97272121521844	0.193	0.042	4.67518799327187e-203	chr5-150177914-150178648	BAP1 pLOF
5.45778099598089e-208	-1.23644140025543	0.102	0.19	2.55767445036553e-202	chr7-87599837-87601197	BAP1 WT
5.39483137200751e-207	2.78669868623647	0.115	0.016	2.52817443103251e-201	chr10-85124194-85125040	BAP1 pLOF
1.05461694478663e-206	2.78600966888758	0.139	0.018	4.94224084218413e-201	chr13-28578751-28580076	BAP1 pLOF
2.01373166205218e-206	1.97845972253362	0.188	0.042	9.4369305505585e-201	chr21-37194818-37195963	BAP1 pLOF
2.04688455818645e-206	1.63296754283448	0.28	0.076	9.59229463618358e-201	chr1-221886266-221887595	BAP1 pLOF
2.1312943355536e-206	-1.45326896048938	0.089	0.208	9.98786333176148e-201	chr11-66311613-66313568	BAP1 WT
5.63441696134118e-206	2.2616128887613	0.174	0.033	2.64045118617636e-200	chr5-154141228-154142336	BAP1 pLOF
6.62227102855063e-206	1.11047737858702	0.412	0.163	3.10338824983865e-200	chr5-180352036-180354206	BAP1 pLOF
1.0745981814189e-205	1.37408574010877	0.322	0.108	5.03587871160157e-200	chr11-8233258-8235249	BAP1 pLOF
6.85097760315742e-205	2.50880681199801	0.157	0.023	3.21056678319006e-199	chr1-217244543-217245661	BAP1 pLOF
9.50064601482465e-205	2.96578059634089	0.132	0.015	4.45227824128126e-199	chr6-43328076-43329216	BAP1 pLOF
1.07117325870597e-203	2.88474665718724	0.119	0.015	5.01982853054122e-198	chr15-63327703-63328408	BAP1 pLOF
3.83703978614846e-203	-1.15927062065273	0.132	0.237	1.79814811794297e-197	chr19-18416449-18417896	BAP1 WT
5.11012692900978e-203	2.07106228070972	0.19	0.039	2.39475367261492e-197	chr5-175654625-175655228	BAP1 pLOF
7.72529317845284e-203	1.54708540334166	0.288	0.083	3.62029641692517e-197	chr13-40235816-40237033	BAP1 pLOF
1.51809767960643e-202	2.7257915648041	0.157	0.021	7.11424597496281e-197	chr6-149079318-149080923	BAP1 pLOF
1.71979057776676e-202	1.85843184929854	0.214	0.047	8.05943738668259e-197	chr5-175686904-175687673	BAP1 pLOF
3.59907733298344e-202	2.2623475443478	0.194	0.035	1.6866320114787e-196	chr1-27883914-27885925	BAP1 pLOF
7.21082703015976e-202	3.55553938651421	0.104	0.008	3.37920266031674e-196	chr5-132658438-132658999	BAP1 pLOF
1.98373647035342e-201	1.98002305307898	0.205	0.044	9.29636438365253e-196	chr1-55442584-55444168	BAP1 pLOF
9.29663850274186e-201	1.25239811760939	0.365	0.135	4.35667440490142e-195	chr5-170744976-170746875	BAP1 pLOF
2.89770823529032e-200	1.44430665513063	0.327	0.105	1.35795011259587e-194	chr15-70195298-70197235	BAP1 pLOF
3.22558495288821e-200	3.28245529846486	0.118	0.009	1.51160265088705e-194	chrX-131740590-131742288	BAP1 pLOF
1.70660406370744e-199	2.1921657852592	0.194	0.037	7.99764155771154e-194	chr3-140725083-140725843	BAP1 pLOF
1.87994110868828e-199	1.81120176043196	0.234	0.058	8.80994921823478e-194	chr1-168582939-168585707	BAP1 pLOF
1.57823556830283e-198	3.21274866997118	0.109	0.01	7.39606956138185e-193	chr18-34807172-34807755	BAP1 pLOF
3.36980561094591e-198	2.62799467652092	0.142	0.02	1.57918863365197e-192	chr18-59547000-59548216	BAP1 pLOF
6.22672906240695e-197	2.0047440752646	0.156	0.035	2.91802581378671e-191	chr19-38812449-38813236	BAP1 pLOF
2.86674478690743e-196	2.73888490872885	0.129	0.017	1.34343974274364e-190	chr3-115911970-115913511	BAP1 pLOF
4.46314990206963e-196	2.1543577552924	0.185	0.036	2.09156147545699e-190	chr8-7389177-7390324	BAP1 pLOF
9.74965190428504e-196	-1.74323412313568	0.043	0.132	4.56896962225319e-190	chr3-190862245-190863262	BAP1 WT
1.18587076229643e-195	2.330797519541	0.166	0.029	5.55733429464215e-190	chr11-34609626-34610230	BAP1 pLOF
2.95282773846537e-195	1.85849932516592	0.2	0.05	1.38378071024929e-189	chr4-113291320-113293972	BAP1 pLOF
2.96695874084457e-195	2.81945822711259	0.139	0.017	1.39040290776325e-189	chr19-16341750-16343474	BAP1 pLOF
3.07724367676646e-195	2.36652777232888	0.189	0.033	1.44208562699939e-189	chr19-28171638-28172962	BAP1 pLOF
6.01487674309053e-195	3.03249763947146	0.123	0.014	2.81874567323777e-189	chr11-92750505-92752142	BAP1 pLOF
6.64950826274526e-195	2.40993293730206	0.15	0.025	3.11615240766205e-189	chr3-106332667-106333365	BAP1 pLOF
1.05102927094681e-194	-2.53651964458549	0.017	0.105	4.92542796214532e-189	chr12-124833553-124834094	BAP1 WT
6.6982343976832e-194	2.29649869258544	0.172	0.031	3.13898688755188e-188	chr11-64544872-64547151	BAP1 pLOF
2.88176928622583e-193	2.24966610618296	0.179	0.033	1.35048065883473e-187	chr4-26160554-26163000	BAP1 pLOF
3.00271012273895e-193	-2.06449790287674	0.031	0.103	1.40715704210903e-187	chr5-54533374-54534798	BAP1 WT
7.90266933067308e-193	1.37399868373828	0.297	0.1	3.70342002576399e-187	chr10-31099199-31101759	BAP1 pLOF
1.57016745434006e-192	2.2869544876601	0.159	0.029	7.35826003959927e-187	chr16-15907543-15908753	BAP1 pLOF
2.32515229962716e-192	1.40075165896354	0.322	0.105	1.08963379702198e-186	chr8-21683649-21685249	BAP1 pLOF
5.36065078767803e-192	1.74298018829635	0.212	0.054	2.51215641797877e-186	chr12-69840413-69841469	BAP1 pLOF
3.24615261297237e-191	2.15869052921153	0.191	0.036	1.52124125286463e-185	chr10-88243167-88244611	BAP1 pLOF
6.10352452717291e-191	1.99816355254059	0.218	0.047	2.86028859564451e-185	chr3-134650393-134652068	BAP1 pLOF
8.11876068517409e-191	1.57874490323173	0.267	0.08	3.80468670113245e-185	chr8-125555995-125557954	BAP1 pLOF
9.14722579587798e-191	2.81177198964316	0.125	0.015	4.2866552774965e-185	chrX-131752242-131753705	BAP1 pLOF
1.69646889096617e-190	1.78836130703834	0.238	0.059	7.95014519904585e-185	chr5-170150847-170152026	BAP1 pLOF
2.3258571890042e-190	2.43017763807313	0.15	0.024	1.08996412862585e-184	chr8-33741243-33741801	BAP1 pLOF
3.33130737113187e-190	2.90560580593908	0.113	0.013	1.56114724202615e-184	chr10-111101887-111102772	BAP1 pLOF
3.9474248639516e-190	2.24070557144646	0.165	0.031	1.84987776656877e-184	chr2-31429467-31430631	BAP1 pLOF
4.27241859941753e-190	2.4098340232927	0.142	0.023	2.00217925582644e-184	chr5-175688982-175689968	BAP1 pLOF
1.01545853464181e-189	1.5759500303443	0.28	0.076	4.75873317630656e-184	chr7-53602667-53604641	BAP1 pLOF
1.25512260760518e-189	-1.93287354161406	0.037	0.12	5.8818685247941e-184	chr1-52842369-52844322	BAP1 WT
1.79869855137994e-189	2.88279490113816	0.111	0.013	8.42922303434631e-184	chr15-91103694-91104470	BAP1 pLOF
3.69762569760756e-189	-1.23758543578151	0.094	0.183	1.73281463304413e-183	chr2-176135724-176137187	BAP1 WT
1.41366862439149e-188	1.27805654189059	0.36	0.127	6.62486113779961e-183	chr1-54226949-54229879	BAP1 pLOF
5.15965763439919e-188	-1.04800314639541	0.125	0.237	2.41796519755086e-182	chr10-84171521-84173757	BAP1 WT
1.79541296524801e-187	1.83389247086074	0.223	0.054	8.41382582491208e-182	chr12-107384670-107386130	BAP1 pLOF
1.24570415297506e-186	1.64165175943978	0.252	0.07	5.83773091504551e-181	chr6-142550806-142552038	BAP1 pLOF
2.93083599772943e-186	2.52370070108879	0.148	0.022	1.37347474277995e-180	chr1-41013356-41014481	BAP1 pLOF
6.21555253017305e-186	1.7675604226439	0.237	0.061	2.91278816666247e-180	chr15-24626131-24628081	BAP1 pLOF
1.15696773727066e-185	1.22413212273319	0.348	0.128	5.42188633749411e-180	chr19-38173129-38174409	BAP1 pLOF
1.20562432237646e-185	-1.06234303648802	0.152	0.28	5.6499052057096e-180	chr3-131360956-131362900	BAP1 WT
1.27579161668736e-185	2.32611958957517	0.159	0.027	5.97872949536579e-180	chr13-99374538-99376539	BAP1 pLOF
3.35737166647082e-185	1.00069582700228	0.445	0.193	1.57336172668655e-179	chr16-50696388-50698702	BAP1 pLOF
1.59658653168368e-184	1.56989672864206	0.251	0.072	7.48206749756392e-179	chr9-18392830-18394170	BAP1 pLOF
1.70767993947446e-184	1.90380670531592	0.225	0.052	8.00268342355975e-179	chr16-14399128-14400702	BAP1 pLOF
1.45642296062301e-183	1.11043024552024	0.412	0.165	6.825220356138e-178	chr2-85935753-85937728	BAP1 pLOF
1.61957754454549e-183	2.87504817398686	0.118	0.014	7.5898100512281e-178	chr18-54004493-54005388	BAP1 pLOF
6.30599276988029e-183	2.51138602379121	0.142	0.021	2.95517108575623e-177	chr1-233730809-233732050	BAP1 pLOF
8.4400743489231e-183	1.99691415642404	0.193	0.042	3.95526360206149e-177	chr10-49070521-49071846	BAP1 pLOF
1.22454412576353e-182	2.68996835997717	0.12	0.017	5.73856889112439e-177	chr2-235989316-235990746	BAP1 pLOF
2.79557166693528e-182	3.14286104797576	0.108	0.011	1.31008595470421e-176	chr5-171745445-171745921	BAP1 pLOF
5.65211764553869e-182	2.39489654470256	0.171	0.028	2.64874624011115e-176	chr5-157511230-157512316	BAP1 pLOF
7.05979544918464e-182	2.44245271151045	0.164	0.027	3.30842488155595e-176	chr18-36210807-36212174	BAP1 pLOF
7.27038732973556e-182	2.03175122092366	0.181	0.037	3.40711434394665e-176	chr4-8099651-8100395	BAP1 pLOF
9.94321749831924e-182	2.94874536354653	0.107	0.012	4.65968007301985e-176	chr11-70618400-70619056	BAP1 pLOF
1.99835229565409e-181	2.17246584500935	0.173	0.033	9.36485837960078e-176	chr1-26045083-26046364	BAP1 pLOF
2.59755593174233e-181	2.83875984694423	0.12	0.015	1.21729003873648e-175	chr10-71779948-71780600	BAP1 pLOF
5.6846204342712e-180	3.28965692803629	0.106	0.009	2.66397798949208e-174	chr15-43876979-43877897	BAP1 pLOF
2.0087037296408e-179	2.76854109037546	0.122	0.016	9.41336820117839e-174	chr18-54030342-54031258	BAP1 pLOF
2.44379670266489e-179	2.14986910782197	0.182	0.037	1.14523400497315e-173	chr5-157463356-157464773	BAP1 pLOF
1.35232152333842e-178	-2.22119842837039	0.026	0.104	6.3373708316056e-173	chr5-179059774-179061668	BAP1 WT
4.3679460696428e-178	3.01513282862601	0.111	0.012	2.04694619867064e-172	chr16-83578061-83578636	BAP1 pLOF
5.73121897011078e-178	2.25033630344126	0.174	0.032	2.68581541474404e-172	chr4-85724901-85726895	BAP1 pLOF
6.84321552081682e-178	1.61691232296332	0.212	0.059	3.20692924630487e-172	chr5-178286449-178286716	BAP1 pLOF
9.35586291565804e-178	1.86806118780333	0.183	0.044	4.38442868230191e-172	chr4-5955133-5957408	BAP1 pLOF
2.94517048342962e-177	2.69400733240832	0.121	0.016	1.38019229847914e-171	chr2-60054414-60055390	BAP1 pLOF
3.48325763957354e-177	-1.54288016398969	0.046	0.115	1.63235554437571e-171	chr7-128830150-128831772	BAP1 WT
4.26554069647768e-177	1.58586310464933	0.252	0.074	1.99895607104964e-171	chr5-147403511-147404950	BAP1 pLOF
4.54791795651618e-177	1.80232536277016	0.218	0.053	2.13128624404422e-171	chr13-99431911-99433246	BAP1 pLOF
1.1193445289649e-176	1.90416356366365	0.177	0.041	5.24557307264291e-171	chr18-22087764-22089247	BAP1 pLOF
1.24314889659683e-176	1.77391381448345	0.166	0.043	5.82575624263275e-171	chr11-37718230-37718980	BAP1 pLOF
2.91341496755944e-176	1.14188596924315	0.373	0.145	1.36531074283241e-170	chr16-81707350-81709214	BAP1 pLOF
3.14033263291782e-176	3.14249238502537	0.116	0.012	1.47165094143164e-170	chr6-36014877-36016146	BAP1 pLOF
3.31230397526781e-176	1.87904803301093	0.205	0.05	1.55224169962578e-170	chr6-161185969-161186947	BAP1 pLOF
4.77125539428047e-176	2.47388764528847	0.163	0.024	2.23594864416626e-170	chrX-25011798-25013846	BAP1 pLOF
9.52018403203589e-176	2.69808814857044	0.137	0.018	4.46143432274895e-170	chr1-154809821-154810473	BAP1 pLOF
1.86535015414536e-175	2.35158006246604	0.166	0.028	8.74157177386985e-170	chr1-154741259-154742446	BAP1 pLOF
2.80737363677875e-175	2.75881259515939	0.106	0.014	1.31561670002999e-169	chr7-68215532-68216674	BAP1 pLOF
2.00685083830445e-174	1.68048798001394	0.252	0.068	9.40468501503776e-169	chr22-44362905-44364677	BAP1 pLOF
