motif	observed	background	percent.observed	percent.background	fold.enrichment	pvalue	motif.name	p.adjust
MA0867.2	808	2204	25.6670902160102	22.04	1.16456852159756	2.44096731234317e-09	SOX4	2.14230778236236e-08
MA0792.1	492	1270	15.6289707750953	12.7	1.23062762008624	2.57030318440125e-09	POU5F1B	2.22958857623644e-08
MA1632.1	636	1692	20.2033036848793	16.92	1.19404868113944	2.65202910786639e-09	ATF2	2.27403875226244e-08
MA1654.1	1168	3302	37.1029224904701	33.02	1.12364998456905	2.71375780794484e-09	ZNF16	2.30052650537142e-08
MA1624.1	848	2327	26.9377382465057	23.27	1.15761659847468	3.15932364015633e-09	Stat5a	2.64815217478272e-08
MA0709.1	308	749	9.78398983481576	7.49	1.30627367621038	4.51284948128953e-09	Msx3	3.74065079226887e-08
MA0826.1	164	359	5.20965692503177	3.59	1.45115791783615	6.83692322182773e-09	OLIG1	5.60373891780767e-08
MA0778.1	888	2456	28.2083862770013	24.56	1.14854992984533	6.91077721767166e-09	NFKB2	5.60373891780767e-08
MA1631.1	1444	4178	45.8703939008895	41.78	1.09790315703421	1.14361378225198e-08	ASCL1(var.2)	9.17350410279549e-08
MA1568.1	204	468	6.48030495552732	4.68	1.38468054605285	1.17396986181484e-08	TCF21(var.2)	9.31682464801987e-08
MA0650.2	464	1201	14.7395171537484	12.01	1.22727037083667	1.23700251280694e-08	HOXA13	9.713724995305e-08
MA1648.1	1284	3682	40.7878017789072	36.82	1.10776213413654	1.55750555540063e-08	TCF12(var.2)	1.21031160867591e-07
MA0827.1	196	448	6.22617534942821	4.48	1.38977128335451	1.62959078973292e-08	OLIG3	1.25327291663995e-07
MA0089.2	768	2103	24.3964421855146	21.03	1.16007808775628	1.67385729804613e-08	NFE2L1	1.27418116769634e-07
MA0467.1	496	1297	15.7560355781449	12.97	1.21480613555473	1.7760862406208e-08	Crx	1.33834377323548e-07
MA1535.1	660	1781	20.9656925031766	17.81	1.17718655267696	1.86435694603257e-08	NR2C1	1.3908102817403e-07
MA1505.1	192	440	6.09911054637865	4.4	1.38616148781333	2.91361822314548e-08	HOXC8	2.15203880640251e-07
MA0112.3	688	1875	21.8551461245235	18.75	1.16560779330792	5.41856286999642e-08	ESR1	3.96298813825228e-07
MA0154.4	1332	3848	42.3125794155019	38.48	1.09959925715961	5.72058006994362e-08	EBF1	4.14325507978441e-07
MA0761.2	1368	3963	43.4561626429479	39.63	1.09654712699843	6.92746385299609e-08	ETV1	4.96912310993758e-07
MA0868.2	436	1135	13.8500635324015	11.35	1.22026991474903	8.38192915951151e-08	SOX8	5.95516109809103e-07
MA0669.1	244	589	7.75095298602287	5.89	1.31595127097163	9.91523530161262e-08	NEUROG2	6.97808069339907e-07
MA1639.1	404	1044	12.8335451080051	10.44	1.22926677279742	1.04503261071435e-07	MEIS1(var.2)	7.2859282952608e-07
MA0789.1	440	1149	13.9771283354511	11.49	1.21646025547877	1.11876516540785e-07	POU3F4	7.72776679068753e-07
MA0081.2	1668	4917	52.9860228716646	49.17	1.07760876289739	1.28222591849622e-07	SPIB	8.77560124035025e-07
MA0869.1	508	1350	16.1372299872935	13.5	1.19535036942915	1.41431980044417e-07	Sox11	9.59165973755773e-07
MA1119.1	604	1635	19.1867852604828	16.35	1.17350368565644	1.56988507986538e-07	SIX2	1.05507591854015e-06
MA0598.3	1336	3874	42.4396442185515	38.74	1.09549933450055	1.59397914430948e-07	EHF	1.06170396576328e-06
MA0656.1	376	967	11.9440914866582	9.67	1.23516975043001	1.71157519238135e-07	JDP2(var.2)	1.12994256063406e-06
MA0125.1	192	449	6.09911054637865	4.49	1.35837651367008	1.76477792702568e-07	Nobox	1.15484590663259e-06
MA0647.1	288	716	9.14866581956798	7.16	1.27774662284469	1.78494094329826e-07	GRHL1	1.15788342930479e-06
MA0102.4	520	1390	16.5184243964422	13.9	1.18837585585915	2.35255907128579e-07	CEBPA	1.51293885101655e-06
MA1628.1	1524	4471	48.4116899618806	44.71	1.08279333397183	2.58876142353283e-07	Zic1::Zic2	1.65061198457734e-06
MA0522.3	1264	3657	40.1524777636595	36.57	1.09796220299862	2.81426410245245e-07	TCF3	1.77918730544875e-06
MA0896.1	336	857	10.6734434561626	8.57	1.24544264365958	3.30614034803206e-07	Hmx1	2.0725888232201e-06
MA1500.1	248	608	7.87801778907243	6.08	1.29572661004481	3.60605693156884e-07	HOXB6	2.24176539245863e-06
MA0029.1	484	1288	15.3748411689962	12.88	1.19369884852455	3.64605447748343e-07	Mecom	2.24789804975425e-06
MA1155.1	836	2343	26.5565438373571	23.43	1.13344190513688	3.86577401796861e-07	ZSCAN4	2.36382575197097e-06
MA0678.1	172	399	5.46378653113088	3.99	1.36937005792754	4.16356635139295e-07	OLIG2	2.52521991718629e-06
MA0078.1	400	1044	12.7064803049555	10.44	1.21709581465091	4.38288722164237e-07	Sox17	2.63680150592355e-06
MA0666.1	272	677	8.64040660736976	6.77	1.2762786716942	4.52450529488961e-07	MSX1	2.65770153542334e-06
MA0708.1	272	677	8.64040660736976	6.77	1.2762786716942	4.52450529488961e-07	MSX2	2.65770153542334e-06
MA0876.1	272	677	8.64040660736976	6.77	1.2762786716942	4.52450529488961e-07	BSX	2.65770153542334e-06
MA0258.2	912	2582	28.9707750952986	25.82	1.12202846999607	6.99575463202904e-07	ESR2	4.07721324647942e-06
MA0885.1	200	480	6.35324015247776	4.8	1.32359169843287	9.19369314059871e-07	Dlx2	5.31666285495088e-06
MA0882.1	260	648	8.25921219822109	6.48	1.27456978367609	9.3913318492793e-07	DLX6	5.38917966120182e-06
MA0109.1	284	718	9.02160101651842	7.18	1.25649039227276	1.23051193332079e-06	HLTF	7.00734276532295e-06
MA0879.1	248	616	7.87801778907243	6.16	1.27889899173254	1.24319442615335e-06	Dlx1	7.02593213568486e-06
MA1509.1	204	494	6.48030495552732	4.94	1.31180262257638	1.50936285138731e-06	IRF6	8.46605027921003e-06
MA1578.1	876	2483	27.8271918678526	24.83	1.12070849246285	1.67622929851993e-06	VEZF1	9.33184370668558e-06
MA0854.1	256	642	8.13214739517154	6.42	1.26668962541613	2.04242108886073e-06	Alx1	1.12862676465934e-05
MA1101.2	612	1686	19.440914866582	16.86	1.15307917358137	2.11078202749085e-06	BACH2	1.15782602390307e-05
MA0706.1	336	872	10.6734434561626	8.72	1.22401874497278	2.26548150308223e-06	MEOX2	1.2281407042344e-05
MA0508.3	1332	3899	42.3125794155019	38.99	1.08521619429346	2.27189567271243e-06	PRDM1	1.2281407042344e-05
MA0605.2	332	861	10.5463786531131	8.61	1.22489879827097	2.4281820088665e-06	ATF3	1.30318257454274e-05
MA0591.1	888	2525	28.2083862770013	25.25	1.11716381295055	2.52060568297621e-06	Bach1::Mafk	1.34312274250018e-05
MA1514.1	1552	4594	49.3011435832275	45.94	1.07316376976986	2.72197834509683e-06	KLF17	1.44013889747676e-05
MA0155.1	1260	3679	40.0254129606099	36.79	1.08794272793177	3.20232013163793e-06	INSM1	1.68234564662106e-05
MA0786.1	540	1476	17.15374841169	14.76	1.16217807667276	3.43960629958063e-06	POU3F1	1.79436804159941e-05
MA0683.1	508	1381	16.1372299872935	13.81	1.16851773984747	3.52666096601181e-06	POU4F2	1.82700630600334e-05
MA0628.1	220	546	6.98856416772554	5.46	1.27995680727574	4.74699804332282e-06	POU6F1	2.44224864849574e-05
MA1421.1	704	1973	22.3634053367217	19.73	1.13347214073602	4.85634892514918e-06	TCF7L1	2.47435667507055e-05
MA0139.1	1372	4036	43.5832274459975	40.36	1.07986192879082	4.87574304605055e-06	CTCF	2.47435667507055e-05
MA0499.2	1052	3039	33.418043202033	30.39	1.0996394604157	4.94332564533402e-06	MYOD1	2.49170333203998e-05
MA0875.1	268	684	8.5133418043202	6.84	1.2446406146667	6.00491632137846e-06	BARX1	3.00648830587136e-05
MA0002.2	956	2748	30.3684879288437	27.48	1.10511237004526	7.14181835492251e-06	RUNX1	3.55186432851479e-05
MA0752.1	304	790	9.6569250317662	7.9	1.22239557364129	8.17229052558525e-06	ZNF410	4.01087416584645e-05
MA0907.1	304	790	9.6569250317662	7.9	1.22239557364129	8.17229052558525e-06	HOXC13	4.01087416584645e-05
MA1127.1	372	989	11.8170266836086	9.89	1.1948459740757	9.21205726317241e-06	FOSB::JUN	4.491630534854e-05
MA0593.1	700	1969	22.2363405336722	19.69	1.12932151009	9.31698476054036e-06	FOXP2	4.51329261776825e-05
MA0495.3	636	1779	20.2033036848793	17.79	1.13565506941424	1.25224105169329e-05	MAFF	6.02691499718187e-05
MA1149.1	788	2241	25.0317662007624	22.41	1.11699090587962	1.28529559641137e-05	RARA::RXRG	6.14634945463387e-05
MA0667.1	448	1219	14.2312579415502	12.19	1.16745348166942	1.65968876503787e-05	MYF6	7.88616445043471e-05
MA1656.1	1128	3296	35.8322744599746	32.96	1.08714424939243	2.02448571175683e-05	ZNF449	9.558647727662e-05
MA1630.1	1648	4932	52.3506988564168	49.32	1.06144969295249	2.17894780557044e-05	Znf281	0.000102232393896576
MA0832.1	532	1474	16.8996188055909	14.74	1.14651416591525	2.44349943766964e-05	Tcf21	0.000113928161281347
MA1471.1	488	1344	15.5019059720457	13.44	1.15341562292007	2.83683724957079e-05	BARX2	0.00013073403242824
MA0766.2	368	988	11.6899618805591	9.88	1.18319452232379	2.8389964146615e-05	GATA5	0.00013073403242824
MA0883.1	292	768	9.27573062261754	7.68	1.20777742481999	3.66210973293937e-05	Dmbx1	0.000167603304341888
MA0037.3	340	909	10.8005082592122	9.09	1.18817472598594	3.97980125594173e-05	GATA3	0.000181032422983691
MA0734.2	1008	2935	32.0203303684879	29.35	1.09098229534882	4.16198091885298e-05	GLI2	0.000188171985785716
MA1566.1	684	1941	21.728081321474	19.41	1.1194271675154	4.4654263769398e-05	TBX3	0.000200675185373319
MA0083.3	236	608	7.49682337992376	6.08	1.23303016117167	4.58678522972917e-05	SRF	0.000204894717447782
MA0009.2	216	551	6.86149936467599	5.51	1.24528119141125	4.76596823501862e-05	TBXT	0.00021163168472166
MA0607.1	232	597	7.36975857687421	5.97	1.23446542326201	4.87749891252322e-05	Bhlha15	0.000215302614718481
MA0145.3	212	540	6.73443456162643	5.4	1.2471175114123	5.03985195739195e-05	TFCP2	0.000221160562365553
MA0739.1	588	1652	18.6785260482846	16.52	1.13066138306808	5.23471757462291e-05	Hic1	0.000228368380740859
MA0036.3	452	1245	14.3583227445997	12.45	1.15327893530922	5.98488242995282e-05	GATA2	0.000259576877485163
MA0661.1	236	612	7.49682337992376	6.12	1.22497114051042	7.5244087837862e-05	MEOX1	0.000324462945243035
MA1152.1	764	2193	24.2693773824651	21.93	1.10667475524236	7.72611266949182e-05	SOX15	0.000331245979967868
MA1502.1	224	578	7.1156289707751	5.78	1.23107767660469	8.04151039882178e-05	HOXB8	0.000342798100429774
MA0048.2	1012	2959	32.1473951715375	29.59	1.08642768406683	8.51284937203327e-05	NHLH1	0.000360828729064592
MA1131.1	408	1120	12.9606099110546	11.2	1.15719731348702	0.00010306170672654	FOSL2::JUN(var.2)	0.000434373069028243
MA1104.2	444	1229	14.1041931385006	12.29	1.14761538962576	0.000117920056030685	GATA6	0.00049420427976905
MA0649.1	404	1110	12.8335451080051	11.1	1.15617523495541	0.00012202887353337	HEY2	0.000508567260647454
MA0665.1	640	1822	20.3303684879288	18.22	1.11582703007293	0.000129840525919994	MSC	0.000538116846312863
MA0514.1	1124	3316	35.705209656925	33.16	1.07675541788073	0.000141280442905814	Sox3	0.000582293980153245
MA1531.1	768	2216	24.3964421855146	22.16	1.10092248129579	0.000156737396997115	NR1D1	0.000642451088790372
MA0513.1	1080	3181	34.3074968233799	31.81	1.07851294634957	0.000159101201481904	SMAD2::SMAD3::SMAD4	0.000648576482543718
MA0725.1	148	367	4.70139771283355	3.67	1.28103479913721	0.000163535219223597	VSX1	0.000656022723183434
MA0726.1	148	367	4.70139771283355	3.67	1.28103479913721	0.000163535219223597	VSX2	0.000656022723183434
MA1497.1	264	700	8.38627700127065	7	1.19803957161009	0.000163944113119314	HOXA6	0.000656022723183434
MA0473.3	1420	4247	45.1080050825921	42.47	1.0621145533928	0.000164445374310056	ELF1	0.000656022723183434
MA0756.1	280	748	8.89453621346887	7.48	1.18910911944771	0.000186746562466882	ONECUT2	0.000737105479366636
MA1562.1	280	748	8.89453621346887	7.48	1.18910911944771	0.000186746562466882	SOX14	0.000737105479366636
MA0858.1	548	1548	17.4078780177891	15.48	1.12453992362979	0.000188793026316132	Rarb(var.2)	0.00074126104016755
MA1592.1	576	1633	18.297331639136	16.33	1.12047346228634	0.00019110418953777	ZNF274	0.000746406939241761
MA0073.1	1848	5610	58.7039390088945	56.1	1.04641602511398	0.000200685513417224	RREB1	0.000779746838589841
MA0625.1	684	1963	21.728081321474	19.63	1.10688137144544	0.000206735223204933	NFATC3	0.000799090551869844
MA0801.1	628	1796	19.9491740787802	17.96	1.1107557950323	0.000268523037969055	MGA	0.00102727275038418
MA0803.1	628	1796	19.9491740787802	17.96	1.1107557950323	0.000268523037969055	TBX15	0.00102727275038418
MA0117.2	508	1432	16.1372299872935	14.32	1.12690153542553	0.000272077721471664	Mafb	0.00103556112356052
MA0699.1	252	670	8.00508259212198	6.7	1.19478844658537	0.000280821895177866	LBX2	0.00106341692285629
MA0100.3	460	1288	14.6124523506989	12.88	1.13450717008532	0.000287019294355576	MYB	0.00108139592721848
MA0718.1	256	682	8.13214739517154	6.82	1.19239697876416	0.000290281138482012	RAX	0.00108818959451046
MA1124.1	736	2128	23.3799237611182	21.28	1.09868062787209	0.000299145288209957	ZNF24	0.00111177366767917
MA1518.1	260	694	8.25921219822109	6.94	1.19008821300016	0.000299552958717847	LHX1	0.00111177366767917
MA0899.1	488	1373	15.5019059720457	13.73	1.12905360320799	0.000301532290820439	HOXA10	0.00111357964827746
MA0627.2	600	1714	19.0597204574333	17.14	1.11200236041034	0.000335445474501546	POU2F3	0.00122111040370809
MA0630.1	216	567	6.86149936467599	5.67	1.21014098142434	0.00034047046108751	SHOX	0.00122111040370809
MA0654.1	216	567	6.86149936467599	5.67	1.21014098142434	0.00034047046108751	ISX	0.00122111040370809
MA0716.1	216	567	6.86149936467599	5.67	1.21014098142434	0.00034047046108751	PRRX1	0.00122111040370809
MA0717.1	216	567	6.86149936467599	5.67	1.21014098142434	0.00034047046108751	RAX2	0.00122111040370809
MA0720.1	216	567	6.86149936467599	5.67	1.21014098142434	0.00034047046108751	Shox2	0.00122111040370809
MA1525.1	652	1873	20.7115628970775	18.73	1.10579620379485	0.000344537755488796	NFATC4	0.00122978548131408
MA0103.3	1368	4098	43.4561626429479	40.98	1.06042368577228	0.000354257893884812	ZEB1	0.001258458994467
MA0609.2	380	1051	12.0711562897077	10.51	1.14854008465345	0.000359577964346031	CREM	0.00127130408247459
MA0773.1	832	2427	26.4294790343075	24.27	1.08897729848815	0.000371145579778139	MEF2D	0.00130601227601175
MA1491.1	976	2873	31.0038119440915	28.73	1.07914416791129	0.000375839616304642	GLI3	0.00131632090968668
MA1563.1	376	1040	11.9440914866582	10.4	1.1484703352556	0.000389143730986073	SOX18	0.00135654777250285
MA1567.1	592	1692	18.8055908513342	16.92	1.11144153967696	0.000393260868025364	TBX6	0.00136452375603219
MA0149.1	2048	6266	65.0571791613723	62.66	1.03825692884412	0.00041212493820968	EWSR1-FLI1	0.00142335742548343
MA0898.1	384	1065	12.1982210927573	10.65	1.14537287255937	0.000426287187177166	Hmx3	0.00146548498448924
MA0707.1	396	1101	12.579415501906	11.01	1.14254455058183	0.000429611985511905	MNX1	0.00147014009721046
MA0893.2	236	628	7.49682337992376	6.28	1.19376168470124	0.000463239440248637	GSX2	0.00157797544486522
MA1604.1	1144	3401	36.3405336721728	34.01	1.06852495360696	0.000477614899562751	Ebf2	0.00161954870488097
MA0738.1	872	2556	27.700127064803	25.56	1.08372954087649	0.000506156846042982	HIC2	0.00170856564320391
MA0838.1	256	688	8.13214739517154	6.88	1.18199816790284	0.000536810899050104	CEBPG	0.00180387806617738
MA1657.1	488	1383	15.5019059720457	13.83	1.12088980275096	0.000625607633773467	ZNF652	0.00209283988697312
MA1109.1	796	2326	25.2858958068615	23.26	1.08709784208347	0.000663882788392607	NEUROD1	0.00221096678634324
MA1643.1	1188	3550	37.7382465057179	35.5	1.06304919734417	0.000841022317655489	NFIB	0.00278845621764886
MA0624.1	684	1986	21.728081321474	19.86	1.09406250359889	0.000873504999510979	NFATC1	0.00288333951166013
MA0040.1	472	1340	14.9936467598475	13.4	1.11892886267519	0.00091661318537349	Foxq1	0.00301230588673403
MA0897.1	372	1039	11.8170266836086	10.39	1.13734616781604	0.000945404763095358	Hmx2	0.00309329804065411
MA0492.1	536	1536	17.0266836086404	15.36	1.10850804743753	0.00102529194743791	JUND(var.2)	0.0033400340296449
MA0804.1	212	566	6.73443456162643	5.66	1.18982942784919	0.00108462740579736	TBX19	0.0035179654118471
MA0660.1	740	2163	23.5069885641677	21.63	1.08677709496846	0.00114611700703276	MEF2B	0.00370131293180278
MA0091.1	468	1332	14.866581956798	13.32	1.11610975651636	0.00121738085223282	TAL1::TCF3	0.00391450911967966
MA0161.2	772	2263	24.5235069885642	22.63	1.08367242547787	0.00123077161208363	NFIC	0.0039405820713064
MA0768.1	624	1808	19.8221092757306	18.08	1.09635560153377	0.0012502363212954	LEF1	0.00398579613541182
MA0790.1	532	1527	16.8996188055909	15.27	1.10672028851283	0.00125876207508832	POU4F1	0.00399590003411017
MA0618.1	272	745	8.64040660736976	7.45	1.1597861217946	0.00134978243302244	LBX1	0.00426668514845229
